,count,s_0,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26,s_27,s_28,s_29,s_30,s_31,s_32,s_33,s_34,s_35,s_36,s_37,s_38,s_39,s_40,s_41,s_42,s_43,s_44,s_45,s_46,s_47,s_48,s_49,s_50,s_51,s_52,s_53,s_54,s_55,s_56,s_57,s_58,s_59,s_60,s_61,s_62,s_63,temperature,humidity
10,10,28553.4,28552.1,1863.7,1863.3,1863.4,1321.1,1321.4,1321.6,8756.2,8757.3,8757.0,1902.2,1902.1,1902.1,4568.3,4568.5,104283.1,104511.7,15641.1,15641.9,15645.4,2737.8,2740.7,2742.9,1578.0,1578.0,1578.2,2537.7,2537.6,2537.9,15649.7,15654.4,24204.6,24200.0,4091.5,4091.0,4091.5,2389.5,2390.1,2390.7,6441.8,6443.0,6443.8,2844.3,2845.5,2846.2,69734.2,69841.6,5698.2,5698.3,1711.2,1710.3,1710.4,4912.7,4913.0,4912.7,1673.5,1673.2,1673.3,1674.6,1674.0,1674.4,5311.1,5311.9,27.350000,36.910000
11,11,28509.4,28519.6,1862.4,1862.1,1862.4,1320.0,1320.3,1320.9,8753.8,8756.4,8754.8,1900.9,1900.6,1900.7,4568.3,4568.3,104312.8,104413.5,15645.9,15643.9,15662.0,2738.0,2741.0,2743.5,1578.7,1578.7,1578.9,2537.5,2538.0,2537.8,15645.2,15654.9,24240.6,24212.6,4092.7,4091.2,4091.3,2389.7,2390.2,2391.4,6434.2,6434.7,6435.6,2841.7,2841.8,2842.9,69728.5,69916.6,5700.2,5698.9,1711.8,1711.3,1711.7,4917.8,4918.1,4918.2,1675.2,1674.2,1674.5,1675.2,1675.2,1675.2,5315.2,5315.6,27.340000,36.860001
12,12,28532.6,28542.7,1864.3,1864.0,1864.3,1322.0,1322.1,1322.8,8757.6,8759.6,8760.0,1904.8,1904.7,1904.0,4569.9,4569.8,104321.8,104302.9,15646.3,15644.6,15652.8,2738.9,2742.1,2744.3,1578.9,1578.8,1579.1,2537.8,2538.1,2538.7,15648.7,15656.6,24213.4,24213.7,4088.7,4088.4,4088.7,2389.6,2390.2,2391.1,6439.9,6441.0,6443.3,2840.1,2841.0,2841.7,69773.1,69894.4,5699.6,5698.6,1713.3,1712.7,1712.5,4917.3,4916.9,4916.3,1674.8,1674.0,1674.6,1675.2,1675.1,1675.2,5313.1,5314.1,27.340000,36.889999
13,13,28529.4,28559.0,1863.0,1862.8,1862.8,1321.5,1321.6,1322.3,8754.4,8755.6,8756.7,1901.2,1901.2,1901.5,4568.3,4567.7,104154.9,104258.9,15642.7,15640.1,15647.7,2739.9,2743.3,2745.3,1578.7,1578.7,1578.9,2535.7,2535.1,2535.3,15639.9,15649.8,24183.3,24197.7,4064.8,4063.9,4063.1,2388.2,2389.3,2390.2,6412.4,6413.7,6413.7,2820.8,2822.0,2822.2,69680.0,69661.1,5693.2,5694.6,1708.6,1708.0,1708.1,4909.0,4908.5,4908.8,1674.1,1673.8,1673.6,1674.7,1674.5,1674.7,5315.5,5314.8,27.350000,36.700001
14,14,28512.7,28546.9,1862.4,1862.0,1862.0,1318.0,1318.3,1319.1,8752.2,8754.8,8753.8,1897.0,1896.7,1897.0,4566.2,4566.5,104197.0,104596.5,15646.6,15653.8,15661.8,2741.3,2744.1,2746.6,1579.0,1579.0,1579.3,2535.6,2535.4,2536.5,15649.1,15651.1,24188.4,24189.1,4062.8,4063.0,4062.5,2389.4,2390.1,2391.1,6417.4,6419.2,6421.0,2818.9,2819.4,2820.4,69796.1,69787.2,5696.5,5695.9,1708.4,1707.4,1708.0,4910.3,4911.2,4912.0,1675.3,1674.6,1674.7,1675.7,1675.0,1675.4,5311.2,5307.8,27.340000,37.349998
15,15,28514.6,28526.4,1862.7,1862.5,1862.6,1318.6,1318.7,1319.5,8755.3,8756.7,8757.3,1898.3,1898.5,1898.9,4566.7,4566.4,104099.4,104436.0,15658.4,15668.9,15667.0,2741.5,2743.8,2746.4,1581.5,1581.5,1581.8,2537.9,2537.7,2537.9,15648.6,15653.7,24196.2,24195.0,4083.1,4083.2,4084.8,2390.9,2391.6,2392.9,6447.0,6448.9,6451.0,2832.4,2832.7,2834.0,69802.5,69874.6,5694.5,5696.5,1707.8,1707.3,1707.5,4912.5,4912.7,4914.3,1675.6,1674.9,1675.0,1676.1,1675.7,1675.9,5309.3,5309.0,27.320000,38.910000
16,16,28524.8,28540.1,1864.8,1865.0,1864.9,1319.9,1320.4,1321.0,8763.7,8767.1,8767.1,1904.6,1904.7,1905.2,4569.5,4569.7,104150.4,104367.6,15663.5,15671.6,15673.4,2741.3,2744.3,2746.6,1582.4,1582.3,1582.6,2538.5,2538.5,2539.4,15652.0,15652.0,24177.2,24185.8,4082.8,4081.3,4082.1,2390.7,2391.4,2392.3,6438.7,6441.7,6442.9,2831.1,2831.8,2832.3,69815.0,69876.2,5697.2,5697.1,1709.9,1709.4,1709.7,4916.7,4916.8,4917.7,1676.5,1676.4,1676.2,1676.0,1675.4,1676.0,5312.7,5313.4,27.320000,39.470001
17,17,28535.9,28517.7,1864.4,1864.1,1864.6,1320.8,1321.2,1321.8,8761.6,8763.9,8764.9,1902.7,1902.9,1903.1,4569.2,4569.3,104090.5,104279.5,15661.1,15661.0,15668.3,2742.0,2745.0,2747.0,1583.4,1583.6,1583.7,2538.8,2538.9,2539.5,15656.0,15656.8,24168.6,24173.9,4082.7,4082.9,4082.6,2391.1,2391.8,2393.5,6445.5,6447.0,6448.3,2829.4,2830.4,2831.5,69782.8,69833.1,5699.1,5698.8,1712.5,1711.5,1711.7,4925.0,4925.7,4926.4,1677.1,1676.2,1676.3,1676.9,1676.6,1676.1,5317.5,5318.1,27.370001,38.459999
18,18,28545.7,28546.5,1866.3,1865.9,1866.0,1323.2,1323.4,1324.1,8767.0,8764.8,8770.0,1906.8,1907.2,1907.3,4571.4,4571.6,104220.3,104327.1,15660.5,15665.7,15665.9,2742.4,2745.2,2748.1,1584.7,1584.8,1585.0,2541.1,2541.3,2540.8,15654.0,15653.1,24175.4,24174.0,4087.8,4086.2,4086.0,2391.5,2392.3,2393.2,6445.8,6446.2,6448.0,2831.5,2832.5,2833.0,69740.2,69865.4,5700.6,5700.3,1713.9,1712.6,1713.2,4923.9,4924.6,4925.3,1677.1,1676.3,1676.6,1675.9,1675.7,1675.5,5321.0,5319.3,27.370001,38.299999
19,19,28537.0,28554.0,1865.7,1865.5,1865.5,1323.1,1323.1,1323.9,8765.4,8764.2,8766.8,1903.8,1903.5,1903.4,4569.9,4569.6,104129.0,104244.5,15667.7,15666.8,15681.3,2743.1,2745.6,2748.0,1585.5,1585.5,1585.6,2541.2,2540.3,2540.8,15642.5,15657.8,24198.8,24194.8,4081.1,4079.7,4079.6,2391.7,2392.6,2393.7,6439.8,6439.9,6441.9,2825.2,2826.0,2826.0,69628.3,69775.6,5696.3,5696.8,1711.3,1710.8,1710.9,4918.6,4919.4,4919.4,1677.2,1676.4,1676.8,1675.3,1675.6,1675.4,5318.6,5317.5,27.350000,37.220001
20,20,28523.7,28550.2,1865.1,1864.7,1864.8,1322.0,1322.1,1323.0,8766.2,8765.8,8767.5,1903.6,1903.4,1904.2,4569.6,4569.8,104302.9,104472.9,15668.2,15683.4,15673.7,2743.0,2745.7,2748.5,1586.4,1586.4,1586.7,2541.5,2541.5,2542.1,15647.6,15652.0,24215.4,24225.0,4096.0,4094.7,4094.8,2393.0,2393.9,2394.8,6461.3,6462.1,6462.0,2834.2,2834.9,2835.5,69735.4,69866.2,5699.5,5700.6,1712.9,1712.3,1712.7,4924.1,4924.9,4925.1,1677.9,1677.0,1677.1,1675.2,1674.9,1675.5,5314.9,5310.5,27.340000,37.360001
21,21,28543.9,28545.3,1866.6,1866.2,1866.7,1323.9,1324.0,1324.4,8768.6,8770.6,8772.6,1906.1,1905.6,1905.5,4571.1,4571.2,104304.7,104349.6,15666.0,15668.0,15678.0,2743.2,2745.4,2747.8,1590.4,1590.6,1590.9,2546.6,2546.5,2547.5,15662.3,15662.6,24228.2,24241.1,4130.1,4129.2,4129.1,2396.2,2396.3,2397.5,6504.0,6504.5,6507.1,2855.1,2855.9,2856.8,69953.0,69993.0,5698.8,5698.7,1710.7,1709.7,1709.8,4917.4,4918.3,4917.4,1677.3,1677.2,1677.4,1675.5,1675.2,1675.4,5319.1,5317.9,27.340000,37.509998
22,22,28540.9,28536.5,1866.6,1866.7,1866.9,1322.2,1322.5,1323.1,8767.2,8768.8,8770.7,1903.8,1903.3,1904.1,4570.5,4570.3,104253.5,104320.0,15679.3,15674.8,15671.7,2742.8,2746.0,2748.2,1587.5,1587.4,1587.7,2540.5,2540.5,2540.7,15652.4,15654.3,24205.5,24194.1,4085.7,4084.8,4084.3,2392.1,2392.9,2394.4,6438.8,6437.8,6440.5,2823.1,2824.5,2824.3,69690.8,69831.5,5698.0,5697.7,1709.1,1708.3,1708.4,4915.4,4916.8,4916.6,1678.4,1677.5,1677.5,1675.1,1675.1,1675.2,5314.5,5316.0,27.350000,36.660000
23,23,28539.1,28566.5,1866.9,1866.6,1867.2,1320.9,1321.3,1321.9,8770.3,8770.9,8771.7,1904.0,1904.3,1904.2,4569.9,4570.2,104339.7,104374.8,15670.6,15683.7,15686.1,2744.3,2747.2,2749.3,1588.7,1588.7,1588.9,2542.7,2541.9,2542.4,15654.1,15656.1,24212.7,24196.3,4084.8,4083.2,4082.7,2392.9,2393.3,2394.4,6448.5,6450.1,6450.0,2823.9,2824.0,2824.6,69726.1,69818.2,5697.9,5698.9,1708.6,1708.4,1708.6,4917.0,4916.8,4918.4,1678.8,1678.3,1678.1,1674.4,1674.3,1675.2,5315.8,5316.4,27.340000,37.209999
24,24,28528.6,28529.8,1865.8,1865.4,1865.4,1320.3,1320.8,1321.3,8765.1,8767.8,8768.9,1900.2,1900.0,1900.4,4568.8,4568.6,104059.2,104302.9,15675.0,15683.5,15680.8,2744.5,2747.4,2750.2,1588.9,1588.9,1589.1,2541.8,2542.1,2542.8,15652.7,15652.2,24202.6,24181.2,4085.7,4084.6,4084.5,2393.0,2393.8,2394.9,6453.6,6453.6,6455.1,2821.5,2822.3,2823.1,69749.0,70001.9,5694.5,5694.4,1707.5,1707.0,1707.2,4917.9,4918.2,4919.1,1679.1,1678.5,1678.5,1676.1,1675.9,1676.0,5319.2,5317.2,27.370001,38.029999
25,25,28543.5,28557.9,1867.6,1867.0,1867.3,1320.7,1321.2,1321.7,8774.4,8772.4,8774.6,1904.2,1903.5,1904.0,4569.5,4569.2,104230.2,104367.6,15683.7,15683.2,15693.7,2745.5,2748.2,2750.6,1589.4,1589.5,1589.7,2541.4,2541.9,2542.2,15656.1,15659.8,24203.5,24219.5,4079.6,4079.4,4079.3,2392.9,2393.6,2394.7,6452.0,6453.5,6456.2,2817.9,2818.4,2819.2,69757.5,70026.6,5696.8,5698.9,1709.3,1708.6,1708.9,4924.6,4924.8,4926.3,1680.2,1679.3,1679.9,1676.9,1676.4,1676.5,5322.0,5319.8,27.350000,39.139999
26,26,28540.5,28552.2,1868.1,1867.8,1868.0,1322.1,1322.3,1323.0,8775.5,8776.1,8778.8,1907.2,1907.9,1908.4,4571.5,4571.4,104172.8,104378.4,15680.1,15686.7,15681.1,2744.9,2747.8,2750.0,1592.0,1591.9,1592.2,2543.5,2543.7,2543.7,15658.6,15650.9,24222.5,24232.7,4094.9,4093.5,4093.0,2393.7,2394.3,2395.3,6466.6,6466.2,6467.2,2825.5,2825.9,2826.3,69900.9,70003.5,5698.0,5699.6,1711.6,1710.5,1711.0,4926.4,4925.9,4927.3,1680.8,1680.3,1680.2,1676.6,1676.2,1676.9,5321.1,5318.2,27.370001,39.680000
27,27,28555.1,28562.3,1868.9,1868.4,1868.7,1323.5,1323.8,1324.4,8776.7,8777.4,8778.5,1908.1,1908.2,1908.6,4571.7,4571.7,104330.8,104417.1,15676.5,15680.3,15689.6,2746.2,2748.3,2751.1,1591.6,1591.5,1591.8,2543.4,2543.2,2543.3,15655.9,15664.4,24269.5,24266.0,4081.4,4081.2,4080.7,2393.4,2393.9,2395.2,6456.0,6456.5,6456.9,2817.1,2817.7,2818.0,69848.8,69901.7,5697.9,5697.9,1710.7,1710.0,1710.1,4922.8,4923.0,4923.3,1680.8,1680.1,1680.4,1677.3,1676.1,1676.1,5318.7,5318.9,27.370001,38.849998
28,28,28547.5,28546.3,1867.5,1867.1,1867.3,1321.9,1322.1,1322.7,8771.8,8774.4,8775.7,1904.5,1904.4,1904.4,4569.6,4569.5,104362.2,104535.1,15683.8,15688.8,15691.8,2747.3,2749.8,2752.0,1592.0,1592.0,1592.2,2542.1,2542.3,2542.5,15658.8,15662.9,24240.3,24249.8,4077.6,4077.4,4076.1,2392.9,2393.9,2394.7,6455.7,6454.3,6455.8,2810.3,2811.1,2812.0,69724.5,69900.0,5695.8,5697.0,1705.8,1705.6,1705.5,4915.6,4915.0,4916.0,1680.6,1680.2,1680.3,1676.5,1675.2,1675.7,5318.2,5317.9,27.379999,38.619999
29,29,28530.1,28545.6,1867.5,1867.4,1867.5,1319.2,1319.4,1320.2,8777.0,8779.1,8777.9,1902.3,1902.3,1902.9,4569.5,4569.4,103707.3,104529.7,15695.1,15705.1,15700.0,2748.3,2750.4,2752.6,1592.9,1592.8,1592.9,2543.5,2542.8,2543.7,15655.1,15661.2,24270.5,24272.2,4077.8,4076.8,4077.1,2393.1,2393.9,2394.6,6460.7,6460.3,6461.1,2809.2,2809.7,2810.8,69730.1,69929.9,5695.8,5696.5,1707.1,1706.6,1706.6,4923.3,4922.6,4923.6,1681.3,1680.8,1681.2,1675.9,1676.1,1676.2,5318.2,5316.2,27.389999,39.650002
30,30,28545.6,28549.0,1868.8,1868.2,1868.5,1320.6,1320.8,1321.4,8778.7,8781.0,8781.6,1905.7,1905.1,1905.6,4569.7,4570.3,104365.8,104316.4,15689.5,15691.5,15700.1,2748.8,2751.9,2754.8,1594.0,1593.9,1594.2,2543.9,2544.0,2544.7,15656.4,15663.7,24243.6,24259.1,4081.2,4080.9,4079.6,2393.5,2394.6,2395.6,6466.3,6467.6,6465.2,2809.9,2811.0,2812.0,69795.3,69873.0,5697.9,5696.8,1707.6,1707.1,1707.0,4923.3,4923.8,4924.4,1682.4,1681.7,1682.4,1677.0,1675.9,1675.7,5319.9,5321.1,27.389999,40.840000
31,31,28550.6,28562.2,1869.4,1869.0,1869.1,1321.1,1321.3,1322.0,8783.5,8785.1,8784.3,1906.4,1907.1,1907.3,4570.8,4571.1,104328.9,104454.0,15699.1,15697.7,15700.0,2749.2,2752.3,2754.4,1595.4,1595.3,1595.5,2544.6,2543.8,2544.8,15655.7,15654.4,24228.6,24237.5,4082.9,4081.6,4081.5,2393.7,2394.3,2395.7,6469.7,6471.5,6471.1,2810.1,2810.7,2811.5,69807.8,69891.2,5697.3,5698.7,1709.2,1708.2,1708.5,4926.6,4927.3,4927.2,1683.0,1682.4,1682.7,1675.5,1675.0,1675.0,5322.0,5321.4,27.379999,41.119999
32,32,28559.2,28577.7,1869.6,1869.1,1869.6,1321.5,1321.8,1322.5,8784.0,8784.7,8785.5,1907.6,1907.3,1907.8,4571.0,4570.7,104118.2,104483.7,15696.4,15699.0,15702.4,2750.4,2753.6,2756.1,1596.3,1596.4,1596.4,2544.8,2544.4,2545.1,15655.3,15665.7,24274.4,24272.6,4079.7,4078.9,4079.2,2394.2,2394.6,2395.8,6475.7,6474.8,6476.3,2808.9,2810.5,2811.1,69851.2,69817.4,5697.4,5699.3,1710.4,1709.5,1710.3,4931.1,4931.0,4931.5,1684.7,1684.0,1683.8,1677.1,1676.7,1676.9,5323.7,5321.1,27.370001,41.099998
33,33,28570.8,28583.4,1871.5,1871.1,1871.1,1323.9,1324.2,1324.7,8790.3,8791.4,8793.4,1910.9,1911.0,1911.5,4573.3,4572.9,104178.2,104583.9,15716.8,15719.8,15722.3,2749.8,2752.3,2754.5,1598.9,1598.9,1599.0,2546.6,2547.5,2548.4,15668.2,15669.3,24289.6,24300.5,4094.1,4092.8,4093.0,2395.1,2396.1,2396.9,6492.4,6492.2,6493.5,2817.7,2818.2,2819.1,69900.9,69977.2,5700.4,5701.2,1711.1,1710.6,1711.0,4930.3,4932.1,4932.6,1684.4,1684.1,1684.1,1676.2,1675.3,1676.1,5323.3,5325.0,27.379999,41.200001
34,34,28581.1,28585.9,1871.9,1871.4,1871.9,1324.8,1325.1,1325.7,8789.7,8791.9,8793.4,1912.3,1911.9,1911.9,4573.7,4574.1,104384.7,104585.7,15719.5,15713.5,15716.9,2749.8,2752.3,2754.5,1599.8,1599.8,1600.0,2547.1,2547.2,2547.4,15661.3,15668.2,24276.0,24264.0,4095.4,4094.7,4094.7,2395.3,2396.1,2396.6,6492.0,6491.7,6492.6,2817.4,2818.2,2818.4,69918.2,70027.8,5700.9,5700.9,1711.2,1710.4,1710.5,4931.9,4931.7,4932.3,1684.6,1683.9,1684.3,1677.6,1676.8,1676.3,5321.5,5320.3,27.379999,40.259998
35,35,28562.6,28562.7,1872.1,1871.5,1871.7,1325.2,1325.4,1326.1,8792.6,8795.1,8794.9,1912.4,1911.8,1912.5,4573.9,4574.1,104207.8,104441.4,15710.3,15715.7,15725.6,2750.2,2753.4,2755.2,1599.9,1599.8,1600.1,2547.7,2547.5,2547.8,15663.7,15666.1,24271.9,24271.8,4091.4,4089.5,4089.1,2395.2,2395.7,2396.4,6485.1,6486.4,6487.2,2810.4,2810.9,2811.8,69877.1,69923.1,5700.1,5698.8,1710.9,1710.3,1710.5,4932.6,4932.4,4933.9,1685.3,1684.3,1685.0,1677.0,1676.8,1677.1,5323.3,5321.8,27.410000,39.730000
36,36,28558.6,28578.1,1871.1,1870.5,1870.6,1324.2,1324.2,1324.8,8790.8,8792.5,8791.6,1910.2,1909.6,1910.3,4572.5,4574.2,104158.5,104504.5,15725.1,15727.5,15731.1,2751.8,2754.8,2756.8,1600.1,1599.9,1600.2,2546.8,2546.7,2547.1,15663.1,15662.3,24277.6,24273.3,4086.7,4086.2,4085.2,2394.5,2395.0,2396.1,6486.1,6485.5,6487.2,2805.2,2805.9,2806.8,69851.2,69881.9,5697.2,5698.1,1707.4,1707.2,1707.6,4927.6,4928.0,4928.9,1685.0,1684.4,1684.8,1677.1,1676.4,1676.9,5322.5,5320.5,27.389999,39.709999
37,37,28552.9,28558.8,1870.7,1869.9,1870.1,1322.1,1322.2,1323.0,8789.5,8791.1,8792.9,1907.0,1906.4,1907.3,4571.0,4571.3,104297.5,104355.0,15719.1,15720.8,15715.5,2752.0,2755.1,2758.1,1600.8,1600.8,1601.1,2548.1,2548.3,2548.1,15664.3,15671.4,24313.3,24316.3,4089.6,4088.3,4088.6,2395.7,2396.0,2397.2,6492.7,6494.2,6493.2,2803.8,2804.1,2805.3,69789.6,70011.2,5698.4,5698.3,1706.5,1706.1,1706.1,4928.8,4929.0,4929.4,1686.0,1685.2,1685.4,1678.1,1676.8,1677.4,5322.9,5323.6,27.389999,40.570000
38,38,28563.4,28578.6,1873.2,1872.9,1873.3,1323.4,1323.7,1324.4,8799.0,8800.7,8801.9,1913.6,1913.7,1913.6,4574.3,4574.4,104223.9,104474.7,15749.6,15719.7,15737.4,2751.8,2754.2,2757.4,1603.1,1603.2,1603.4,2549.0,2549.0,2549.8,15666.0,15668.6,24330.7,24318.6,4093.2,4092.3,4091.9,2395.9,2396.3,2397.4,6500.8,6499.0,6501.1,2806.7,2807.3,2808.6,69873.0,69977.2,5699.9,5698.6,1707.5,1707.0,1707.8,4928.7,4928.9,4930.2,1685.9,1685.2,1685.6,1677.9,1677.4,1677.3,5323.1,5321.9,27.410000,41.689999
39,39,28586.7,28582.5,1872.7,1872.2,1872.5,1323.6,1324.0,1324.5,8799.6,8802.0,8801.2,1911.8,1912.4,1912.7,4573.8,4574.1,104094.1,104380.2,15734.4,15738.5,15739.3,2752.7,2755.6,2757.9,1604.4,1604.4,1604.6,2550.3,2550.5,2550.3,15666.5,15672.9,24329.3,24322.7,4097.7,4097.1,4096.8,2395.9,2396.5,2397.8,6507.0,6507.2,6508.2,2808.8,2809.1,2809.8,69893.6,69996.2,5699.6,5700.4,1708.5,1707.6,1707.6,4929.2,4929.3,4929.2,1685.8,1685.1,1685.5,1676.4,1676.3,1675.9,5320.6,5321.1,27.410000,41.480000
