,count,s_0,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26,s_27,s_28,s_29,s_30,s_31,s_32,s_33,s_34,s_35,s_36,s_37,s_38,s_39,s_40,s_41,s_42,s_43,s_44,s_45,s_46,s_47,s_48,s_49,s_50,s_51,s_52,s_53,s_54,s_55,s_56,s_57,s_58,s_59,s_60,s_61,s_62,s_63,temperature,humidity
10,10,29101.2,29122.9,1885.4,1885.1,1885.2,1363.5,1363.5,1364.1,9128.1,9129.6,9128.5,2003.2,2002.8,2002.9,4694.0,4694.0,105264.6,105484.5,15849.1,15845.4,15849.0,2763.5,2766.1,2768.0,1661.7,1661.6,1661.7,2586.9,2586.7,2587.4,15810.5,15819.0,24752.8,24743.3,4290.6,4290.3,4290.4,2414.2,2414.9,2415.8,6802.3,6803.1,6803.2,3023.8,3024.1,3024.4,71322.8,71424.6,5852.9,5852.3,1750.4,1749.7,1750.0,5185.4,5185.7,5186.6,1712.2,1711.4,1711.8,1677.1,1675.7,1676.1,5411.4,5410.0,27.480000,27.330000
11,11,29105.3,29088.3,1885.3,1884.8,1885.2,1363.2,1363.2,1363.7,9124.0,9126.0,9124.7,2002.5,2001.8,2002.6,4693.0,4692.4,105317.6,105246.3,15848.9,15836.6,15842.5,2762.0,2764.4,2766.7,1660.8,1660.6,1660.8,2587.0,2587.2,2587.6,15811.0,15816.3,24744.8,24754.3,4291.4,4289.3,4288.6,2413.6,2414.2,2415.4,6797.7,6798.7,6798.6,3022.7,3022.8,3023.4,71370.3,71308.1,5849.7,5851.0,1750.1,1749.2,1749.5,5184.3,5184.4,5184.4,1712.3,1711.5,1711.9,1677.2,1676.6,1676.4,5412.1,5410.1,27.510000,27.350000
12,12,29086.8,29099.2,1885.2,1884.9,1885.4,1363.0,1363.1,1363.8,9119.8,9122.9,9121.4,2001.2,2001.6,2001.2,4691.8,4692.4,105298.4,105418.5,15843.0,15844.5,15849.7,2762.2,2764.5,2767.1,1659.7,1659.7,1659.8,2585.3,2585.6,2586.0,15813.0,15823.6,24739.7,24722.2,4288.5,4288.0,4286.8,2413.7,2414.7,2415.3,6796.0,6796.0,6797.0,3022.1,3022.3,3022.8,71273.7,71292.6,5851.1,5849.9,1750.3,1748.6,1749.2,5182.2,5181.7,5182.0,1712.0,1711.4,1711.9,1675.5,1675.2,1675.1,5409.3,5410.1,27.480000,27.370001
13,13,29084.0,29099.2,1885.1,1884.6,1884.9,1362.3,1362.4,1363.0,9116.2,9118.2,9117.4,2000.5,2000.5,2001.0,4691.5,4691.6,105420.3,105422.1,15833.1,15837.3,15836.3,2760.9,2763.3,2765.8,1659.3,1659.3,1659.5,2586.5,2586.6,2586.9,15805.0,15816.7,24735.8,24741.7,4288.2,4287.4,4287.9,2413.2,2413.7,2414.7,6796.4,6797.0,6798.6,3022.8,3022.9,3023.6,71353.9,71409.9,5848.5,5846.9,1749.6,1749.0,1748.9,5178.8,5178.5,5179.6,1711.1,1710.5,1710.9,1676.1,1675.6,1675.6,5406.4,5408.7,27.480000,27.290001
14,14,29042.9,29108.4,1885.4,1884.9,1885.3,1361.9,1361.9,1362.1,9113.3,9115.5,9116.4,2000.1,1999.9,2000.4,4690.6,4690.7,105360.7,105379.0,15836.7,15828.8,15834.9,2759.8,2762.9,2764.4,1658.7,1658.5,1658.7,2585.1,2585.7,2585.8,15814.1,15808.8,24746.7,24747.8,4289.8,4288.6,4288.6,2413.2,2413.6,2414.7,6797.2,6796.6,6797.2,3020.8,3021.5,3022.1,71320.3,71335.8,5847.0,5847.2,1749.9,1749.1,1749.4,5177.9,5178.5,5178.1,1710.8,1710.0,1710.0,1675.9,1675.9,1675.8,5408.0,5408.5,27.480000,27.219999
15,15,29100.8,29089.6,1885.3,1885.2,1885.2,1361.3,1361.2,1362.0,9112.0,9113.4,9112.6,1999.2,1998.9,1998.7,4690.3,4689.7,105289.3,105283.8,15836.0,15839.2,15832.8,2759.5,2761.9,2764.0,1657.7,1657.6,1657.6,2585.0,2585.2,2586.0,15810.4,15814.5,24719.0,24713.7,4287.7,4286.6,4286.2,2412.5,2413.2,2414.3,6792.2,6792.5,6792.6,3020.0,3020.2,3020.9,71261.9,71445.3,5845.4,5846.7,1748.5,1748.6,1748.3,5174.1,5174.2,5174.6,1710.2,1709.9,1709.9,1675.3,1674.5,1675.2,5407.8,5407.5,27.459999,27.110001
16,16,29088.2,29089.0,1885.3,1884.6,1885.0,1360.6,1360.7,1361.4,9105.5,9106.6,9108.0,1997.0,1996.8,1997.4,4688.7,4689.1,104977.2,105319.5,15826.1,15836.5,15835.4,2760.0,2762.2,2763.7,1656.7,1656.5,1656.7,2585.0,2585.1,2585.2,15811.4,15814.1,24721.4,24720.5,4287.8,4286.8,4286.2,2412.0,2412.8,2413.9,6791.1,6792.0,6791.7,3018.2,3017.9,3019.2,71260.3,71218.8,5843.9,5844.2,1748.7,1747.9,1748.0,5173.0,5173.3,5173.3,1709.7,1708.7,1709.0,1676.1,1676.2,1676.1,5406.9,5408.4,27.459999,26.969999
17,17,29092.4,29069.8,1885.2,1884.8,1884.9,1360.0,1360.0,1360.7,9100.4,9102.9,9104.4,1995.8,1994.7,1996.1,4688.1,4688.1,105325.0,105287.4,15820.1,15822.5,15818.7,2759.7,2761.6,2764.3,1655.8,1655.7,1655.9,2583.9,2584.3,2584.3,15805.6,15807.2,24702.3,24712.6,4285.6,4284.6,4284.6,2411.9,2412.2,2413.1,6785.8,6786.9,6788.6,3016.3,3017.1,3018.3,71311.5,71415.8,5841.9,5842.8,1747.4,1746.4,1746.7,5169.3,5170.6,5171.2,1708.8,1708.2,1708.5,1675.0,1675.0,1674.4,5407.8,5404.1,27.459999,27.020000
18,18,29070.9,29074.8,1885.3,1885.1,1884.9,1359.4,1359.5,1360.1,9098.1,9099.9,9101.0,1994.4,1994.6,1994.4,4686.5,4687.2,105051.9,105358.9,15824.4,15833.5,15831.5,2757.7,2761.0,2763.2,1654.8,1654.8,1654.9,2583.5,2583.0,2584.0,15808.0,15818.5,24722.0,24730.2,4283.7,4282.2,4283.5,2411.0,2411.7,2413.0,6784.9,6785.6,6788.1,3016.2,3016.5,3018.0,71262.8,71356.4,5841.8,5843.1,1747.0,1746.2,1746.2,5166.2,5166.7,5168.1,1708.4,1707.5,1707.8,1675.2,1674.5,1674.6,5404.9,5401.7,27.450001,26.950001
19,19,29058.8,29066.2,1884.3,1884.3,1884.4,1358.6,1358.9,1359.3,9093.4,9094.4,9094.8,1993.4,1992.7,1993.0,4685.9,4685.8,105366.2,105379.0,15828.0,15829.0,15828.4,2757.1,2760.1,2762.4,1653.6,1653.7,1653.8,2582.9,2582.9,2583.4,15802.3,15811.9,24715.5,24706.5,4283.1,4281.7,4281.6,2410.9,2411.8,2412.6,6783.7,6782.8,6782.3,3014.6,3014.8,3015.2,71324.5,71225.0,5838.9,5838.6,1746.2,1745.8,1745.6,5164.5,5164.8,5165.7,1708.3,1707.3,1707.4,1674.5,1674.0,1674.5,5404.8,5405.4,27.490000,26.969999
20,20,29053.5,29082.7,1884.3,1883.8,1884.4,1358.0,1358.2,1358.6,9090.7,9090.3,9092.5,1992.2,1991.5,1992.4,4684.5,4685.0,105314.0,105337.8,15815.1,15817.5,15818.5,2756.4,2759.2,2760.9,1652.8,1652.6,1652.8,2582.2,2581.7,2582.5,15801.5,15799.2,24729.9,24714.5,4283.1,4281.2,4282.4,2410.5,2411.4,2412.6,6780.4,6782.0,6781.6,3013.7,3014.1,3015.0,71228.4,71345.9,5839.9,5841.1,1745.5,1744.5,1744.9,5162.9,5163.7,5163.2,1707.8,1707.3,1707.2,1675.1,1674.3,1674.9,5406.1,5404.1,27.450001,26.889999
21,21,29061.1,29071.2,1883.7,1883.4,1883.9,1357.6,1357.6,1358.3,9087.0,9087.5,9087.6,1991.4,1991.7,1991.0,4684.1,4684.3,105443.2,105089.2,15811.5,15824.0,15819.0,2755.8,2758.2,2760.6,1651.7,1651.7,1651.6,2582.8,2582.9,2583.4,15798.8,15802.0,24728.5,24721.5,4281.0,4280.1,4279.6,2410.0,2410.8,2411.5,6779.1,6777.6,6780.3,3012.2,3012.9,3013.0,71235.9,71261.9,5835.9,5835.5,1745.9,1745.2,1745.3,5159.5,5159.9,5159.5,1707.7,1707.0,1706.8,1674.7,1674.4,1674.1,5402.4,5403.2,27.490000,26.889999
22,22,29054.6,29074.9,1884.0,1883.5,1883.9,1357.0,1357.0,1357.5,9080.8,9085.1,9082.4,1989.6,1989.4,1990.5,4682.8,4683.1,105477.2,105522.2,15809.0,15814.4,15821.9,2755.8,2757.8,2759.9,1650.6,1650.6,1650.7,2580.9,2581.0,2581.5,15794.2,15798.0,24704.4,24702.4,4281.3,4279.5,4278.8,2409.8,2410.8,2412.0,6777.6,6775.8,6777.3,3011.6,3011.5,3012.4,71184.4,71247.2,5834.4,5834.9,1744.2,1743.6,1744.1,5156.9,5156.4,5157.5,1706.5,1706.0,1706.0,1674.0,1673.9,1674.1,5398.6,5401.3,27.450001,26.850000
23,23,29062.9,29059.9,1883.5,1883.0,1883.2,1356.2,1356.2,1356.8,9076.2,9079.0,9080.1,1988.9,1988.6,1988.7,4681.5,4681.3,105087.4,105375.4,15814.0,15807.0,15816.0,2755.1,2757.5,2759.3,1649.6,1649.6,1649.8,2581.1,2581.9,2581.9,15798.3,15796.9,24718.2,24743.8,4278.6,4278.0,4277.9,2409.8,2410.2,2411.6,6774.3,6773.4,6774.4,3010.6,3011.1,3011.3,71316.1,71358.1,5832.4,5830.8,1743.9,1743.5,1743.7,5153.6,5153.6,5153.8,1706.0,1705.6,1705.9,1674.2,1673.4,1674.1,5399.1,5398.7,27.480000,26.840000
24,24,29056.3,29037.6,1883.6,1882.8,1883.4,1355.9,1356.0,1356.4,9073.9,9074.8,9076.8,1988.3,1987.9,1988.0,4680.3,4680.4,105221.6,105362.5,15800.4,15799.7,15813.8,2753.9,2756.5,2758.7,1648.9,1648.7,1648.9,2580.8,2580.5,2581.0,15798.1,15801.5,24681.4,24702.4,4277.7,4276.7,4277.0,2409.5,2409.9,2411.2,6769.9,6768.6,6769.6,3009.2,3009.2,3010.0,71148.4,71265.3,5834.7,5836.2,1744.2,1743.3,1743.3,5151.9,5152.0,5151.5,1706.0,1705.2,1705.4,1674.7,1673.7,1674.1,5400.0,5400.9,27.459999,26.870001
25,25,29035.0,29052.1,1882.9,1882.7,1882.7,1355.1,1355.2,1355.6,9070.3,9070.8,9076.6,1987.8,1988.4,1987.9,4679.3,4679.2,105158.6,105268.2,15788.0,15791.1,15796.2,2752.6,2755.9,2758.0,1647.9,1647.8,1648.0,2580.9,2581.2,2582.0,15789.1,15797.1,24716.5,24712.7,4277.1,4275.4,4276.0,2408.9,2409.6,2410.4,6765.5,6765.6,6766.4,3006.7,3008.5,3008.9,71222.1,71212.0,5832.3,5832.7,1743.8,1743.1,1743.1,5147.2,5147.9,5148.9,1705.3,1704.5,1704.5,1674.7,1673.9,1673.9,5403.0,5399.9,27.480000,26.879999
26,26,29028.7,29056.0,1882.8,1882.4,1882.5,1354.5,1354.6,1355.2,9067.7,9067.4,9068.0,1986.3,1986.1,1986.0,4678.7,4677.8,105107.5,105268.2,15791.3,15799.1,15802.1,2754.0,2756.1,2758.7,1646.7,1646.8,1646.8,2580.8,2580.7,2581.3,15791.6,15795.2,24720.3,24670.5,4275.2,4273.9,4274.3,2408.4,2409.0,2409.9,6762.4,6762.9,6763.6,3006.3,3006.6,3007.5,71089.5,71219.6,5829.7,5829.5,1742.9,1742.2,1742.4,5146.7,5146.3,5146.4,1705.0,1704.2,1704.0,1674.4,1674.1,1674.5,5399.0,5400.3,27.480000,26.820000
27,27,29022.9,29019.0,1882.7,1881.9,1882.5,1354.2,1354.1,1354.7,9061.8,9064.1,9065.3,1985.2,1985.0,1985.2,4676.3,4676.5,105107.5,105319.5,15804.5,15813.5,15809.2,2752.0,2754.3,2757.0,1645.7,1645.7,1645.8,2580.2,2580.4,2580.6,15789.8,15784.9,24689.7,24695.0,4273.2,4272.3,4271.8,2408.0,2408.6,2409.4,6760.5,6760.2,6760.2,3004.5,3004.5,3005.6,71155.5,71188.2,5828.8,5829.6,1742.4,1741.7,1742.9,5144.4,5143.7,5144.1,1704.3,1703.6,1703.7,1674.3,1673.5,1673.6,5402.6,5398.9,27.450001,26.860001
28,28,29030.3,29031.6,1882.1,1881.9,1882.0,1353.8,1353.6,1354.4,9060.6,9061.9,9060.7,1983.6,1983.3,1983.4,4675.8,4676.4,105107.5,105452.4,15794.1,15790.6,15796.0,2751.8,2754.3,2756.4,1644.6,1644.6,1644.7,2579.3,2579.7,2580.0,15789.4,15796.2,24668.0,24672.4,4271.6,4270.8,4270.8,2407.0,2408.3,2408.8,6756.5,6757.1,6756.9,3003.4,3004.3,3005.0,71173.5,71172.7,5827.6,5827.3,1742.2,1741.6,1741.1,5141.2,5141.3,5141.8,1703.7,1702.8,1703.1,1674.9,1674.0,1674.0,5395.0,5397.5,27.450001,26.860001
29,29,29013.7,29019.2,1882.3,1882.0,1882.4,1353.3,1353.3,1353.9,9057.4,9058.6,9059.6,1982.3,1982.3,1982.7,4675.0,4675.1,105416.6,105089.2,15769.6,15784.6,15780.1,2752.5,2754.0,2756.1,1643.6,1643.7,1643.7,2578.4,2577.9,2578.4,15790.2,15797.5,24684.1,24691.1,4269.3,4268.8,4269.1,2406.8,2407.5,2408.8,6753.8,6754.5,6755.5,3001.8,3002.3,3002.6,71066.6,71243.9,5827.7,5828.8,1741.8,1741.3,1741.8,5139.4,5139.6,5140.5,1703.1,1702.5,1703.1,1673.5,1672.9,1673.4,5396.2,5396.3,27.480000,26.830000
30,30,29011.7,29018.3,1882.5,1881.8,1882.2,1352.9,1353.1,1353.4,9051.9,9052.1,9052.6,1981.7,1981.3,1981.4,4673.8,4674.4,105098.3,105459.8,15786.3,15783.6,15785.6,2750.3,2753.3,2755.4,1642.9,1642.9,1642.8,2578.1,2577.9,2578.4,15785.4,15791.7,24657.7,24665.6,4267.8,4267.1,4266.8,2406.2,2406.8,2408.1,6748.8,6750.1,6749.4,3001.6,3001.3,3002.4,71092.0,71291.7,5825.3,5824.6,1742.2,1741.1,1741.7,5136.8,5137.0,5137.1,1702.7,1701.8,1702.2,1673.8,1673.1,1673.4,5393.3,5392.8,27.450001,26.870001
31,31,29006.0,29026.3,1882.0,1881.3,1881.7,1352.2,1352.4,1352.9,9049.5,9050.3,9049.7,1981.5,1981.0,1981.3,4672.4,4672.4,105057.3,105030.9,15785.3,15788.0,15795.6,2749.8,2752.5,2754.8,1642.1,1641.9,1642.2,2576.8,2576.4,2576.8,15785.4,15790.4,24642.5,24653.5,4266.6,4266.7,4266.1,2406.1,2406.9,2407.9,6746.5,6747.0,6748.1,2999.6,3000.0,3001.1,71061.2,71195.7,5824.0,5825.3,1741.0,1740.5,1741.6,5134.5,5134.4,5135.8,1702.3,1701.4,1701.7,1673.7,1673.6,1673.3,5396.0,5397.4,27.480000,26.889999
32,32,29011.6,29003.9,1881.4,1880.9,1881.1,1352.0,1352.2,1352.4,9044.7,9046.7,9045.5,1980.3,1979.9,1979.7,4671.9,4671.9,104889.9,105330.5,15780.8,15785.1,15775.0,2749.2,2751.1,2753.8,1641.1,1640.9,1641.4,2577.5,2577.4,2578.1,15779.1,15779.9,24636.3,24638.9,4265.4,4264.8,4264.6,2405.6,2406.4,2407.0,6745.0,6744.8,6744.9,2999.4,2999.3,2999.7,70975.3,71128.8,5822.6,5822.6,1741.8,1740.9,1741.2,5132.6,5132.0,5131.9,1701.5,1700.4,1701.0,1674.6,1673.5,1674.0,5392.8,5396.2,27.459999,26.889999
33,33,28998.9,29012.4,1881.8,1881.1,1881.4,1351.2,1351.4,1351.7,9040.9,9041.7,9042.2,1978.9,1978.9,1978.8,4671.0,4670.6,104906.3,105271.9,15761.3,15774.7,15775.0,2748.9,2751.4,2754.0,1640.4,1640.3,1640.4,2577.7,2577.8,2576.8,15778.1,15776.2,24666.7,24635.8,4265.1,4265.1,4264.2,2405.3,2405.8,2406.7,6740.3,6740.2,6741.0,2998.6,2997.9,2999.0,71025.3,71134.2,5823.0,5822.5,1740.7,1740.0,1740.3,5129.1,5128.0,5129.9,1700.9,1700.6,1700.7,1673.7,1673.1,1673.2,5391.4,5395.4,27.459999,26.860001
34,34,28979.5,28987.6,1881.1,1880.3,1880.9,1350.7,1350.9,1351.4,9038.3,9039.3,9039.5,1977.8,1977.4,1978.1,4669.6,4669.6,104956.3,105109.3,15773.8,15779.1,15790.7,2748.7,2751.9,2753.7,1639.3,1639.4,1639.6,2577.0,2577.2,2577.7,15779.7,15781.6,24634.0,24631.5,4262.7,4261.9,4262.1,2405.0,2405.7,2406.7,6737.6,6740.5,6740.6,2997.6,2997.8,2998.3,71068.2,71149.3,5820.9,5821.8,1741.4,1740.7,1740.3,5128.8,5128.7,5128.8,1700.2,1699.8,1700.0,1673.3,1673.2,1673.3,5390.7,5390.6,27.450001,26.870001
35,35,28988.7,28988.7,1880.9,1880.8,1881.2,1350.4,1350.4,1351.0,9035.0,9036.7,9036.6,1976.7,1977.1,1977.2,4668.7,4668.7,105156.7,105212.4,15773.4,15786.1,15784.6,2748.4,2750.6,2752.6,1638.8,1638.8,1638.8,2576.3,2577.0,2576.8,15774.5,15775.8,24649.5,24636.0,4262.0,4261.5,4261.2,2405.0,2405.6,2406.5,6736.0,6736.9,6738.7,2996.5,2996.8,2997.4,71012.0,71109.2,5820.5,5820.8,1740.1,1739.2,1739.7,5125.4,5125.9,5126.0,1700.0,1699.1,1699.4,1673.0,1672.6,1673.2,5394.7,5392.4,27.450001,26.820000
36,36,28985.3,29011.2,1881.1,1880.5,1881.0,1349.9,1349.9,1350.6,9031.4,9031.7,9032.7,1976.4,1975.9,1976.1,4667.6,4668.1,104999.0,105403.8,15772.1,15776.9,15784.9,2746.9,2749.8,2751.9,1638.0,1637.8,1638.0,2575.6,2576.2,2576.3,15778.0,15776.6,24636.7,24622.4,4260.9,4260.3,4260.3,2404.3,2404.9,2405.8,6734.8,6733.7,6735.1,2996.0,2996.6,2997.2,70989.5,71088.7,5821.3,5820.6,1739.2,1738.9,1739.2,5122.9,5124.3,5124.9,1699.3,1698.5,1699.0,1673.0,1672.6,1672.6,5390.7,5390.1,27.450001,26.820000
37,37,28963.0,28978.0,1880.6,1880.2,1880.3,1349.3,1349.3,1349.6,9026.5,9026.5,9027.5,1974.8,1974.4,1975.3,4666.6,4666.8,104884.5,105214.3,15764.0,15768.6,15775.5,2746.9,2749.4,2751.5,1637.1,1637.0,1637.2,2575.5,2575.4,2575.7,15768.7,15776.4,24628.6,24624.9,4260.2,4259.7,4259.8,2404.2,2405.0,2405.8,6729.0,6731.9,6732.7,2994.7,2994.4,2995.4,71079.1,71155.5,5818.9,5819.5,1738.4,1737.8,1737.9,5120.5,5120.6,5120.5,1699.1,1698.3,1698.8,1672.8,1672.7,1673.2,5391.6,5393.8,27.459999,26.830000
38,38,28970.2,28978.0,1880.1,1879.9,1879.9,1348.7,1348.8,1349.1,9024.0,9026.7,9025.9,1974.2,1973.9,1973.8,4666.0,4665.7,104995.4,105165.9,15771.4,15775.3,15772.0,2746.4,2749.6,2751.7,1636.4,1636.3,1636.6,2574.5,2574.6,2575.4,15773.3,15779.1,24620.0,24629.3,4258.2,4258.1,4258.4,2403.6,2404.6,2405.5,6728.6,6726.4,6727.5,2992.7,2993.5,2994.2,70951.2,71099.1,5818.9,5818.8,1739.1,1738.6,1738.8,5118.1,5116.8,5116.7,1698.4,1697.9,1697.8,1672.2,1672.0,1672.6,5395.4,5392.5,27.440001,26.920000
39,39,28949.3,28972.3,1880.1,1879.6,1880.2,1348.5,1348.4,1348.8,9018.5,9022.0,9023.4,1972.6,1972.2,1972.5,4664.7,4664.8,104923.6,105257.2,15765.0,15757.3,15764.2,2746.0,2748.9,2751.5,1635.4,1635.4,1635.5,2575.0,2574.8,2575.3,15772.2,15775.5,24649.1,24637.0,4256.5,4255.3,4256.0,2403.5,2404.4,2405.3,6722.1,6720.3,6720.7,2990.6,2991.4,2991.8,71027.4,71130.5,5816.3,5815.3,1738.6,1737.8,1738.1,5114.7,5114.0,5115.7,1698.1,1697.5,1697.8,1672.6,1672.3,1672.1,5389.8,5383.9,27.450001,26.959999
