,count,s_0,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26,s_27,s_28,s_29,s_30,s_31,s_32,s_33,s_34,s_35,s_36,s_37,s_38,s_39,s_40,s_41,s_42,s_43,s_44,s_45,s_46,s_47,s_48,s_49,s_50,s_51,s_52,s_53,s_54,s_55,s_56,s_57,s_58,s_59,s_60,s_61,s_62,s_63,temperature,humidity
10,10,18289.7,18298.0,1299.3,1298.5,1299.1,1101.5,1101.4,1101.4,4529.8,4529.8,4530.1,1101.4,1101.4,1101.4,3053.0,3053.1,81690.1,81875.7,9746.3,9749.7,9750.9,1928.3,1928.9,1930.1,1101.4,1101.4,1101.4,1657.5,1657.5,1657.9,11158.8,11165.5,16506.3,16513.9,3017.6,3016.9,3017.3,1626.2,1626.3,1626.8,3588.4,3588.4,3587.6,1647.8,1648.0,1648.3,51076.4,51143.1,3868.4,3867.9,1134.0,1133.4,1133.4,2622.5,2622.6,2622.7,1101.4,1101.4,1101.4,1276.3,1275.6,1276.2,3547.3,3546.6,27.920000,20.389999
11,11,18296.3,18299.4,1299.1,1298.6,1298.8,1101.4,1101.4,1101.4,4529.4,4529.5,4530.1,1101.4,1101.4,1101.4,3053.2,3053.1,81690.1,81820.3,9750.9,9748.2,9754.7,1928.2,1929.3,1930.2,1101.4,1101.4,1101.4,1657.4,1657.6,1657.9,11164.2,11166.6,16512.6,16513.0,3017.1,3017.1,3017.1,1626.0,1626.4,1627.3,3588.7,3588.3,3588.6,1647.9,1647.9,1648.3,51041.9,51150.7,3866.7,3865.9,1133.8,1133.2,1133.4,2622.1,2622.2,2622.9,1101.4,1101.4,1101.4,1276.4,1276.1,1276.3,3546.5,3546.6,27.889999,20.309999
12,12,18291.4,18301.9,1299.0,1298.6,1298.9,1101.4,1101.4,1101.4,4529.5,4529.3,4530.0,1101.5,1101.4,1101.4,3052.8,3053.2,81741.9,81920.0,9746.4,9751.2,9750.4,1928.1,1928.9,1929.7,1101.4,1101.4,1101.4,1657.5,1657.2,1657.6,11161.8,11161.0,16507.5,16510.9,3016.8,3016.2,3016.1,1626.2,1626.5,1627.4,3587.5,3587.0,3587.6,1647.7,1647.8,1648.1,51027.3,51128.8,3865.4,3866.8,1134.2,1133.1,1133.2,2622.4,2622.8,2622.7,1101.4,1101.4,1101.4,1276.1,1275.9,1276.2,3545.8,3546.2,27.889999,20.360001
13,13,18283.9,18295.9,1298.8,1298.4,1298.7,1101.4,1101.4,1101.4,4529.0,4529.7,4530.0,1101.5,1101.4,1101.4,3052.9,3053.2,81796.6,81867.9,9749.9,9751.3,9752.1,1928.0,1928.7,1929.8,1101.4,1101.4,1101.4,1657.1,1657.0,1657.5,11161.5,11164.1,16505.6,16508.4,3016.9,3016.4,3016.1,1626.6,1626.7,1627.5,3587.2,3586.4,3586.1,1647.8,1647.6,1648.1,51121.3,51152.8,3866.4,3866.0,1134.0,1133.2,1133.2,2622.8,2622.3,2623.1,1101.4,1101.4,1101.4,1276.6,1276.0,1276.0,3547.1,3545.8,27.920000,20.370001
14,14,18295.5,18302.1,1298.9,1298.5,1298.9,1101.4,1101.4,1101.4,4529.1,4529.5,4529.6,1101.5,1101.4,1101.4,3053.0,3052.9,81944.9,81744.1,9744.6,9750.2,9748.3,1928.0,1928.8,1930.0,1101.4,1101.4,1101.4,1656.9,1656.9,1657.1,11160.1,11162.0,16507.8,16512.4,3015.9,3016.2,3015.9,1626.5,1626.7,1627.4,3586.7,3586.2,3586.5,1647.3,1647.1,1647.5,51080.7,51143.5,3866.7,3867.3,1134.1,1133.1,1133.3,2622.4,2622.6,2623.0,1101.5,1101.4,1101.4,1276.4,1276.1,1276.2,3546.7,3546.3,27.889999,20.459999
15,15,18295.4,18298.0,1299.1,1298.7,1298.8,1101.4,1101.4,1101.5,4529.4,4529.5,4529.7,1101.4,1101.4,1101.4,3052.8,3052.9,81740.8,81735.3,9745.7,9748.8,9746.6,1928.0,1928.9,1929.5,1101.4,1101.4,1101.4,1657.1,1656.9,1657.2,11161.0,11162.9,16497.8,16497.1,3016.5,3015.7,3016.1,1626.1,1626.6,1627.5,3586.5,3585.8,3586.8,1647.4,1647.5,1647.9,51037.4,51131.2,3866.8,3867.5,1134.0,1133.2,1133.1,2622.1,2622.3,2623.0,1101.4,1101.4,1101.4,1275.8,1275.5,1275.7,3546.2,3547.6,27.889999,20.520000
16,16,18283.7,18288.0,1298.8,1298.4,1298.7,1101.5,1101.4,1101.5,4529.3,4529.2,4530.0,1101.5,1101.4,1101.4,3052.7,3052.7,81669.7,81716.0,9745.8,9750.3,9752.8,1928.1,1929.1,1929.7,1101.4,1101.4,1101.4,1657.4,1657.5,1658.1,11157.6,11160.1,16503.8,16493.2,3016.6,3016.0,3016.1,1626.2,1626.4,1627.4,3586.4,3586.1,3586.2,1647.6,1647.7,1648.1,51105.9,51135.5,3866.0,3865.7,1133.9,1133.0,1133.0,2621.6,2621.4,2622.3,1101.4,1101.4,1101.4,1276.0,1275.5,1275.8,3546.4,3547.2,27.900000,20.490000
17,17,18289.0,18300.7,1298.9,1298.5,1298.6,1101.5,1101.4,1101.4,4529.3,4529.5,4529.5,1101.5,1101.4,1101.4,3052.8,3052.4,81666.4,81735.3,9747.4,9748.1,9750.2,1927.9,1928.9,1930.1,1101.5,1101.4,1101.4,1657.6,1657.7,1657.8,11157.7,11160.3,16510.0,16504.8,3016.2,3015.2,3015.2,1626.1,1626.6,1627.4,3587.2,3586.1,3586.9,1647.2,1647.3,1647.6,51165.2,51139.4,3866.3,3867.0,1133.8,1133.0,1133.3,2621.3,2621.4,2622.0,1101.5,1101.4,1101.4,1275.7,1275.7,1275.7,3546.2,3546.1,27.860001,20.549999
18,18,18293.2,18292.1,1299.1,1298.6,1298.9,1101.5,1101.4,1101.4,4529.1,4529.3,4529.6,1101.4,1101.4,1101.4,3052.7,3052.9,81730.9,81864.0,9747.6,9749.5,9748.2,1928.0,1929.1,1930.1,1101.4,1101.4,1101.4,1657.4,1657.2,1657.9,11158.6,11163.1,16509.0,16511.2,3015.9,3015.5,3015.2,1626.2,1626.6,1627.2,3587.1,3586.0,3586.1,1646.9,1646.7,1647.3,51055.5,51126.2,3866.8,3866.5,1133.7,1132.9,1133.0,2621.2,2621.4,2622.2,1101.4,1101.4,1101.4,1276.0,1275.6,1275.7,3546.0,3547.0,27.879999,20.549999
19,19,18297.3,18302.6,1299.0,1298.4,1298.6,1101.5,1101.4,1101.5,4528.6,4528.9,4529.3,1101.4,1101.4,1101.4,3052.6,3052.7,81683.5,81739.7,9752.4,9750.6,9752.1,1927.7,1928.5,1929.4,1101.4,1101.4,1101.4,1657.5,1657.3,1657.5,11161.0,11161.3,16508.6,16508.0,3015.5,3015.3,3015.1,1626.0,1626.2,1627.2,3587.1,3586.4,3586.6,1647.0,1646.7,1647.3,51058.7,51114.8,3866.2,3867.2,1133.9,1133.0,1132.9,2622.4,2622.6,2622.7,1101.4,1101.4,1101.4,1275.8,1275.2,1275.7,3547.2,3546.6,27.879999,20.549999
20,20,18288.8,18299.1,1298.8,1298.4,1298.7,1101.4,1101.5,1101.4,4529.0,4529.1,4529.4,1101.4,1101.4,1101.4,3052.8,3052.7,81647.1,81910.6,9748.1,9749.9,9749.4,1927.2,1928.4,1929.6,1101.5,1101.4,1101.4,1657.6,1657.4,1657.6,11157.7,11161.8,16509.1,16498.5,3016.4,3015.7,3015.3,1626.3,1626.5,1627.2,3587.5,3586.3,3586.9,1646.8,1647.1,1647.5,51084.8,51119.6,3866.1,3866.0,1133.9,1133.0,1133.1,2622.3,2622.2,2622.7,1101.4,1101.4,1101.4,1276.6,1276.5,1276.3,3553.5,3552.9,27.889999,20.549999
21,21,18288.7,18286.4,1298.7,1298.4,1298.6,1101.5,1101.5,1101.4,4529.2,4529.1,4529.6,1101.4,1101.4,1101.4,3052.8,3052.9,81655.4,81795.5,9751.4,9751.7,9753.7,1928.0,1928.9,1929.9,1101.4,1101.4,1101.4,1657.4,1656.9,1657.4,11160.8,11161.7,16502.2,16504.8,3016.5,3015.8,3016.1,1625.8,1626.3,1627.0,3587.8,3587.3,3586.5,1647.3,1647.2,1647.4,51052.5,51136.8,3868.2,3866.2,1134.2,1133.3,1133.3,2623.1,2623.2,2623.9,1101.5,1101.4,1101.4,1276.6,1276.1,1276.3,3554.5,3554.2,27.879999,20.600000
22,22,18288.9,18301.4,1298.9,1298.5,1298.8,1101.4,1101.4,1101.4,4529.1,4528.8,4529.3,1101.4,1101.4,1101.4,3052.7,3052.8,81679.1,81870.1,9744.8,9745.9,9747.9,1927.3,1928.5,1929.6,1101.4,1101.4,1101.4,1657.6,1657.2,1657.9,11156.9,11162.2,16502.4,16502.7,3016.3,3015.6,3016.4,1625.9,1626.2,1627.1,3588.3,3587.4,3587.4,1647.1,1647.3,1647.7,51036.1,51108.5,3865.4,3866.1,1133.7,1133.1,1133.2,2622.5,2622.7,2623.1,1101.4,1101.4,1101.4,1276.6,1275.7,1276.2,3545.9,3547.1,27.889999,20.540001
23,23,18284.3,18299.5,1298.7,1298.4,1298.8,1101.5,1101.4,1101.4,4529.5,4529.4,4529.6,1101.4,1101.4,1101.4,3052.6,3052.8,81603.1,81850.8,9740.9,9744.9,9747.5,1927.3,1928.3,1929.3,1101.5,1101.4,1101.4,1656.9,1657.2,1657.2,11158.7,11163.1,16511.8,16517.1,3015.8,3015.6,3015.8,1626.2,1626.5,1627.2,3586.5,3586.0,3586.8,1647.2,1647.1,1647.3,51032.7,51133.4,3866.7,3866.7,1133.7,1132.9,1133.0,2622.9,2622.6,2623.4,1101.5,1101.4,1101.4,1276.3,1275.7,1275.8,3547.0,3545.4,27.860001,20.430000
24,24,18293.5,18292.5,1298.8,1298.4,1298.5,1101.5,1101.5,1101.4,4528.4,4529.1,4529.2,1101.4,1101.4,1101.4,3052.9,3052.7,81720.4,81776.1,9742.7,9745.4,9745.4,1927.2,1928.0,1929.2,1101.4,1101.4,1101.4,1657.0,1657.1,1657.2,11157.7,11158.8,16503.5,16505.9,3016.5,3016.1,3015.9,1625.9,1626.1,1627.1,3586.3,3585.8,3586.5,1647.0,1647.1,1647.3,51100.1,51101.8,3868.3,3867.5,1133.8,1133.1,1133.3,2622.4,2622.9,2623.3,1101.5,1101.4,1101.4,1276.2,1275.9,1275.7,3546.1,3545.8,27.889999,20.420000
25,25,18287.2,18297.2,1298.8,1298.4,1298.6,1101.5,1101.4,1101.4,4529.1,4529.0,4529.4,1101.4,1101.4,1101.4,3052.9,3053.0,81697.8,81812.1,9747.3,9748.1,9749.1,1927.1,1927.7,1929.2,1101.5,1101.4,1101.4,1657.0,1656.8,1657.3,11153.9,11155.1,16508.7,16505.0,3015.8,3015.6,3015.2,1626.2,1626.7,1627.3,3587.3,3586.3,3587.0,1646.7,1646.7,1647.6,51047.1,51143.5,3867.6,3867.3,1133.4,1132.8,1132.8,2622.5,2622.3,2622.9,1101.4,1101.4,1101.4,1275.8,1275.5,1275.9,3546.4,3545.4,27.920000,20.360001
26,26,18285.8,18292.2,1298.6,1298.2,1298.3,1101.5,1101.5,1101.4,4527.1,4528.9,4528.9,1101.4,1101.4,1101.4,3052.6,3052.7,81581.7,81775.0,9744.4,9745.3,9747.8,1927.2,1928.3,1929.9,1101.4,1101.4,1101.4,1657.0,1657.0,1657.7,11156.0,11160.8,16504.4,16501.7,3016.0,3015.4,3015.5,1626.2,1626.3,1627.0,3586.5,3586.3,3586.3,1646.6,1646.7,1647.1,51014.6,51087.8,3866.0,3866.7,1133.7,1132.9,1133.0,2622.4,2622.7,2622.7,1101.4,1101.4,1101.4,1275.8,1275.5,1275.4,3546.6,3546.2,27.900000,20.400000
27,27,18282.2,18290.1,1298.7,1298.1,1298.3,1101.4,1101.4,1101.5,4528.6,4528.3,4528.3,1101.4,1101.4,1101.4,3052.4,3052.6,81640.5,81790.5,9739.3,9746.2,9749.1,1927.5,1928.5,1929.5,1101.4,1101.4,1101.4,1657.2,1656.9,1657.4,11154.6,11161.0,16500.4,16508.1,3015.4,3015.3,3015.3,1625.9,1626.5,1627.1,3586.0,3585.4,3585.4,1647.0,1646.9,1647.4,51025.1,51096.7,3866.4,3866.7,1133.5,1132.7,1132.8,2622.1,2622.0,2622.2,1101.4,1101.4,1101.4,1275.8,1275.6,1275.6,3544.9,3544.7,27.900000,20.440001
28,28,18287.5,18284.4,1298.4,1298.0,1298.1,1101.4,1101.4,1101.4,4528.5,4528.5,4528.8,1101.5,1101.4,1101.4,3052.3,3052.5,81698.9,81907.2,9748.3,9750.9,9750.4,1927.5,1928.6,1929.7,1101.4,1101.4,1101.4,1657.1,1657.0,1657.3,11153.6,11162.2,16498.0,16504.4,3015.0,3014.4,3014.6,1626.2,1626.5,1627.3,3585.5,3585.5,3584.9,1647.1,1647.1,1647.4,51060.0,51152.0,3865.5,3867.0,1133.6,1132.7,1132.9,2621.6,2621.3,2622.2,1101.4,1101.4,1101.4,1276.0,1275.6,1275.7,3544.9,3545.3,27.889999,20.420000
29,29,18286.8,18286.8,1298.3,1297.9,1298.1,1101.5,1101.4,1101.4,4527.9,4528.1,4528.3,1101.4,1101.4,1101.4,3052.1,3052.3,81749.1,81671.9,9748.6,9751.7,9755.5,1928.0,1928.7,1929.8,1101.5,1101.4,1101.4,1656.9,1656.9,1657.2,11159.0,11157.9,16505.8,16505.7,3015.3,3014.5,3015.1,1625.9,1626.1,1626.8,3585.4,3584.4,3584.6,1647.0,1646.9,1647.6,51071.0,51152.8,3866.2,3866.7,1133.3,1132.7,1132.6,2621.5,2621.7,2622.3,1101.4,1101.4,1101.4,1276.1,1275.8,1275.8,3546.1,3545.1,27.889999,20.520000
30,30,18281.5,18294.4,1297.9,1297.6,1298.0,1101.4,1101.4,1101.4,4527.6,4528.0,4528.5,1101.4,1101.4,1101.4,3052.3,3052.0,81585.5,81752.4,9748.0,9747.0,9749.4,1927.0,1928.3,1929.1,1101.4,1101.4,1101.4,1657.3,1657.2,1657.6,11155.4,11156.9,16503.0,16512.1,3015.5,3014.9,3015.1,1625.9,1626.2,1627.2,3585.3,3584.5,3585.1,1647.0,1646.9,1647.4,51031.8,51115.7,3864.6,3865.7,1133.5,1132.9,1133.0,2622.1,2622.4,2622.8,1101.4,1101.4,1101.4,1276.2,1275.8,1276.1,3546.4,3545.7,27.900000,20.580000
31,31,18282.8,18295.3,1298.2,1297.8,1298.2,1101.5,1101.5,1101.5,4528.2,4528.5,4528.2,1101.4,1101.4,1101.4,3052.2,3052.2,81608.1,81754.6,9743.4,9742.3,9748.4,1927.6,1927.9,1929.0,1101.5,1101.4,1101.4,1657.2,1657.1,1657.4,11152.0,11157.2,16503.7,16499.7,3015.1,3014.8,3014.7,1626.2,1626.4,1627.3,3585.5,3585.2,3584.6,1646.8,1647.0,1647.4,50999.1,51119.6,3864.0,3864.2,1133.4,1132.8,1132.9,2621.5,2621.7,2622.0,1101.4,1101.4,1101.4,1275.8,1276.1,1276.1,3546.2,3545.6,27.900000,20.610001
32,32,18287.8,18282.5,1298.2,1297.8,1298.0,1101.5,1101.5,1101.5,4528.2,4528.1,4528.3,1101.4,1101.4,1101.4,3052.3,3052.2,81598.7,81877.9,9752.1,9751.0,9752.4,1927.1,1928.4,1929.1,1101.4,1101.4,1101.4,1657.4,1657.4,1658.0,11154.1,11156.7,16499.6,16505.2,3015.2,3015.1,3015.4,1626.1,1626.7,1627.4,3585.8,3585.2,3585.2,1647.2,1647.0,1647.5,51010.9,51147.0,3865.5,3865.8,1133.5,1132.7,1132.7,2622.1,2622.1,2622.6,1101.5,1101.4,1101.4,1276.3,1276.0,1276.3,3544.5,3545.5,27.879999,20.660000
33,33,18283.0,18293.8,1298.3,1297.9,1298.2,1101.5,1101.4,1101.4,4528.0,4528.4,4528.6,1101.4,1101.4,1101.4,3052.3,3052.1,81538.3,81884.5,9746.9,9746.6,9748.1,1927.5,1928.4,1929.3,1101.4,1101.4,1101.4,1657.6,1657.2,1657.3,11153.2,11156.2,16488.1,16493.0,3015.2,3014.9,3014.7,1626.4,1626.8,1627.3,3585.6,3584.8,3584.9,1647.2,1647.2,1647.5,51008.3,51086.5,3865.8,3865.7,1133.2,1132.4,1132.5,2622.1,2621.9,2622.3,1101.5,1101.4,1101.4,1276.6,1276.3,1276.1,3544.3,3544.0,27.889999,20.700001
34,34,18288.4,18292.2,1298.0,1297.8,1298.0,1101.5,1101.5,1101.4,4527.9,4528.0,4528.8,1101.5,1101.4,1101.4,3052.0,3052.3,81616.9,81764.6,9745.7,9749.6,9749.7,1927.6,1928.1,1929.4,1101.5,1101.4,1101.4,1657.5,1657.2,1657.7,11150.8,11155.4,16511.6,16517.2,3015.3,3015.2,3015.1,1626.1,1626.4,1627.3,3586.3,3585.3,3586.2,1647.3,1647.2,1647.6,51009.6,51104.7,3866.4,3866.7,1133.5,1132.6,1133.0,2621.5,2621.5,2621.8,1101.5,1101.4,1101.4,1276.6,1276.3,1276.3,3546.4,3546.6,27.900000,20.709999
35,35,18283.1,18284.1,1298.4,1298.0,1298.2,1101.5,1101.4,1101.5,4527.7,4528.2,4528.0,1101.4,1101.4,1101.4,3052.2,3052.1,81669.7,81854.1,9749.4,9748.4,9745.1,1927.4,1928.3,1929.4,1101.4,1101.4,1101.4,1657.3,1657.3,1657.8,11153.3,11156.0,16503.8,16511.8,3016.2,3015.9,3015.6,1626.3,1626.4,1627.3,3585.7,3585.3,3585.4,1647.2,1647.1,1647.5,51013.3,51079.8,3866.0,3866.1,1133.6,1132.7,1133.0,2621.9,2622.1,2622.1,1101.4,1101.4,1101.4,1276.7,1276.3,1276.6,3545.8,3545.7,27.920000,20.770000
36,36,18280.4,18289.0,1298.5,1298.0,1298.3,1101.5,1101.4,1101.4,4528.0,4528.2,4528.7,1101.5,1101.4,1101.4,3052.0,3052.3,81614.7,81737.5,9749.8,9747.9,9746.9,1927.4,1928.0,1929.1,1101.4,1101.4,1101.4,1657.2,1657.1,1657.5,11149.8,11153.0,16508.3,16519.2,3016.1,3015.5,3015.8,1626.0,1626.3,1627.3,3585.1,3584.7,3584.4,1647.4,1647.5,1647.9,50965.4,51161.7,3867.3,3866.7,1133.8,1133.0,1133.3,2622.1,2621.7,2622.2,1101.4,1101.4,1101.4,1277.1,1276.4,1276.7,3546.4,3545.1,27.900000,20.730000
37,37,18283.8,18293.6,1298.3,1297.8,1298.1,1101.5,1101.4,1101.5,4529.0,4528.5,4529.1,1101.4,1101.4,1101.4,3052.5,3052.2,81673.0,81756.8,9747.8,9748.7,9750.1,1927.6,1928.2,1929.6,1101.5,1101.4,1101.4,1657.6,1657.2,1657.7,11154.9,11156.0,16506.9,16507.7,3015.9,3015.4,3015.9,1626.5,1626.7,1627.5,3585.6,3585.3,3585.4,1647.6,1647.5,1648.1,51004.5,51092.1,3866.1,3865.9,1134.0,1133.3,1133.4,2622.1,2622.4,2622.5,1101.4,1101.4,1101.4,1276.9,1276.4,1276.7,3545.0,3544.2,27.920000,20.799999
38,38,18279.9,18289.4,1298.5,1298.0,1298.4,1101.5,1101.4,1101.4,4528.2,4528.3,4528.8,1101.4,1101.4,1101.4,3052.4,3052.4,81629.0,81630.6,9746.0,9749.2,9746.9,1927.3,1928.4,1929.2,1101.5,1101.4,1101.4,1657.5,1657.4,1657.8,11153.7,11158.4,16504.2,16509.8,3016.7,3015.9,3015.8,1626.5,1626.7,1627.5,3586.8,3586.4,3586.3,1647.7,1647.4,1648.2,51036.5,51043.2,3865.6,3865.7,1133.7,1133.2,1133.2,2621.9,2621.3,2621.9,1101.5,1101.4,1101.4,1276.5,1276.0,1276.4,3546.1,3546.1,27.930000,20.790001
39,39,18288.8,18291.7,1298.4,1298.0,1298.1,1101.5,1101.5,1101.4,4529.3,4529.3,4528.9,1101.5,1101.4,1101.4,3052.1,3052.2,81880.1,81678.0,9749.2,9748.7,9747.2,1927.3,1928.4,1929.3,1101.5,1101.4,1101.4,1657.6,1657.9,1658.2,11151.7,11156.8,16502.7,16509.3,3016.1,3015.0,3015.0,1626.7,1626.9,1627.7,3586.3,3585.5,3585.2,1647.6,1647.4,1647.9,51016.7,51130.1,3865.0,3865.1,1134.1,1133.4,1133.4,2621.1,2621.4,2621.8,1101.5,1101.4,1101.4,1277.1,1276.6,1277.0,3546.1,3547.1,27.900000,20.770000
