,count,s_0,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26,s_27,s_28,s_29,s_30,s_31,s_32,s_33,s_34,s_35,s_36,s_37,s_38,s_39,s_40,s_41,s_42,s_43,s_44,s_45,s_46,s_47,s_48,s_49,s_50,s_51,s_52,s_53,s_54,s_55,s_56,s_57,s_58,s_59,s_60,s_61,s_62,s_63,temperature,humidity
10,10,24685.0,24703.3,1626.1,1625.7,1626.7,1101.5,1101.4,1101.4,6536.2,6536.1,6536.9,1428.9,1428.8,1429.0,3737.9,3738.1,93554.5,93835.0,13115.6,13127.3,13129.7,2394.6,2396.4,2398.0,1207.7,1207.5,1207.6,2102.9,2102.8,2103.1,14033.9,14039.0,20444.8,20442.7,3439.1,3436.9,3435.5,2116.6,2116.9,2117.6,4784.7,4784.1,4783.8,2139.2,2138.9,2139.3,62125.5,62311.6,4734.9,4735.7,1439.1,1438.5,1438.6,3667.7,3667.0,3667.9,1405.7,1405.0,1405.2,1581.9,1580.9,1581.2,4609.3,4609.8,26.760000,30.309999
11,11,24675.4,24679.7,1624.4,1623.8,1624.1,1101.4,1101.4,1101.4,6534.8,6535.6,6536.3,1422.6,1422.8,1423.0,3734.9,3735.0,93598.6,93899.0,13140.1,13142.1,13147.1,2399.0,2400.9,2402.7,1204.9,1204.8,1204.9,2099.5,2099.4,2100.0,14028.6,14036.6,20416.6,20416.1,3361.7,3360.0,3359.1,2112.5,2113.0,2113.8,4749.7,4749.3,4750.1,2112.2,2112.2,2112.3,62058.2,62269.0,4732.7,4732.3,1432.1,1431.6,1431.7,3667.4,3667.6,3668.6,1404.6,1404.0,1404.2,1581.4,1580.7,1580.8,4611.2,4611.5,26.790001,33.650002
12,12,24678.8,24689.1,1623.2,1622.7,1622.9,1101.4,1101.4,1101.4,6540.9,6542.1,6542.9,1420.7,1420.5,1421.0,3735.2,3735.3,93693.5,93842.3,13162.6,13158.9,13164.1,2403.6,2405.3,2407.3,1204.3,1204.3,1204.4,2098.4,2098.9,2099.1,14035.2,14039.4,20431.6,20442.7,3322.3,3320.8,3319.9,2110.3,2110.9,2112.1,4741.7,4742.4,4741.7,2096.9,2097.3,2097.8,62073.2,62167.3,4733.0,4733.2,1429.9,1428.9,1429.2,3672.5,3672.2,3673.3,1405.1,1404.7,1404.4,1581.4,1581.2,1582.0,4606.3,4607.3,26.790001,39.070000
13,13,24688.9,24697.1,1622.9,1622.4,1622.8,1101.4,1101.4,1101.4,6548.3,6549.5,6550.5,1420.6,1420.5,1420.9,3735.7,3735.8,93642.0,93970.4,13173.2,13173.1,13173.4,2407.1,2408.8,2410.9,1204.2,1204.4,1204.5,2099.9,2099.6,2100.6,14030.4,14038.2,20439.0,20443.2,3297.8,3297.5,3297.0,2109.7,2110.0,2111.0,4738.5,4738.6,4739.8,2088.0,2087.6,2088.4,62106.0,62127.4,4733.9,4735.6,1427.7,1426.7,1426.9,3675.3,3675.5,3676.2,1404.7,1404.3,1404.5,1582.0,1581.8,1582.1,4611.1,4610.2,26.770000,43.740002
14,14,24712.6,24716.7,1621.5,1621.2,1621.7,1101.5,1101.4,1101.4,6555.6,6556.1,6556.9,1419.7,1419.5,1419.9,3736.8,3736.7,93791.4,93879.4,13179.6,13172.4,13180.9,2410.6,2412.4,2414.1,1204.7,1204.7,1204.8,2100.3,2099.8,2100.4,14039.5,14039.3,20438.6,20449.1,3282.2,3281.2,3281.1,2109.5,2110.2,2111.1,4738.3,4738.3,4738.8,2083.0,2083.1,2083.5,62089.1,62189.6,4737.9,4736.3,1425.8,1424.9,1425.1,3679.6,3679.6,3681.0,1405.1,1404.9,1405.3,1582.3,1581.3,1581.5,4611.6,4607.4,26.790001,46.880001
15,15,24717.9,24718.8,1622.2,1621.9,1621.9,1101.4,1101.4,1101.4,6564.0,6564.9,6566.4,1419.3,1419.6,1419.7,3738.1,3738.0,93829.2,93963.1,13164.7,13173.9,13173.1,2412.4,2413.8,2416.0,1205.8,1205.9,1206.1,2101.4,2101.4,2101.9,14040.4,14041.1,20454.5,20465.1,3277.2,3277.4,3278.4,2109.1,2109.7,2110.6,4745.2,4744.7,4745.4,2081.8,2082.1,2082.2,62128.0,62225.7,4739.3,4739.5,1425.3,1424.5,1424.7,3684.1,3683.9,3685.0,1406.0,1405.5,1405.5,1581.9,1581.7,1581.8,4614.5,4615.0,26.790001,49.619999
16,16,24730.0,24734.8,1623.1,1622.9,1623.6,1101.5,1101.4,1101.4,6573.7,6574.2,6574.1,1419.7,1419.6,1419.9,3739.7,3739.8,93824.1,94017.1,13183.4,13189.2,13186.3,2412.3,2413.9,2415.7,1209.4,1210.2,1211.2,2109.2,2110.3,2111.2,14056.3,14063.9,20537.3,20527.1,3370.3,3372.8,3374.8,2118.2,2119.1,2120.2,4841.0,4843.5,4846.4,2118.8,2119.8,2120.8,62724.9,62818.4,4750.5,4750.2,1437.3,1436.8,1437.4,3712.1,3712.5,3713.2,1410.4,1409.7,1409.7,1584.1,1584.4,1584.3,4616.4,4614.9,26.790001,51.630001
17,17,24830.5,24841.7,1633.3,1633.2,1633.4,1101.4,1101.4,1101.4,6595.9,6596.0,6596.0,1438.6,1438.7,1438.7,3749.5,3750.0,93674.6,94093.1,13171.7,13179.1,13176.5,2406.9,2408.5,2409.8,1215.3,1215.2,1215.4,2116.7,2116.7,2117.2,14055.1,14063.0,20545.8,20548.0,3427.4,3427.1,3427.7,2119.8,2120.9,2121.7,4871.5,4869.4,4872.0,2137.8,2138.0,2138.7,62774.7,62792.9,4753.4,4753.3,1443.3,1442.6,1442.1,3718.5,3718.2,3718.5,1411.2,1410.6,1410.7,1583.6,1583.3,1584.0,4625.0,4619.6,26.799999,51.119999
18,18,24818.3,24842.9,1634.1,1633.6,1634.1,1101.4,1101.4,1101.4,6596.9,6597.5,6598.0,1440.6,1440.7,1440.9,3750.9,3750.9,94004.7,94087.2,13166.9,13172.5,13174.3,2404.1,2405.9,2407.6,1216.0,1215.9,1216.0,2116.6,2116.7,2116.5,14058.8,14064.6,20543.7,20540.9,3444.0,3445.2,3445.6,2120.2,2120.7,2121.9,4875.0,4874.4,4874.9,2144.4,2144.5,2145.3,62725.6,62821.6,4755.2,4754.6,1444.8,1444.5,1444.5,3716.9,3717.9,3718.4,1411.7,1411.3,1411.4,1582.9,1582.3,1583.0,4617.1,4617.5,26.790001,43.759998
19,19,24829.4,24837.7,1634.7,1633.8,1634.1,1101.4,1101.4,1101.4,6596.0,6597.7,6597.7,1440.6,1441.2,1441.2,3751.3,3751.0,93798.0,93920.1,13166.7,13176.0,13173.1,2402.8,2404.2,2406.0,1216.5,1216.3,1216.4,2116.7,2116.4,2117.4,14064.2,14067.0,20528.1,20547.3,3455.9,3456.0,3455.5,2120.7,2120.8,2122.0,4877.7,4877.8,4877.5,2149.6,2150.1,2150.1,62751.6,62776.3,4754.5,4755.5,1446.5,1445.7,1445.7,3718.1,3718.6,3718.5,1411.9,1411.1,1411.2,1583.9,1583.1,1583.1,4622.1,4621.2,26.770000,37.930000
20,20,24833.7,24843.5,1634.4,1634.1,1634.6,1101.4,1101.4,1101.4,6598.1,6599.1,6598.3,1441.8,1441.6,1441.9,3751.6,3751.7,93766.7,94034.6,13167.8,13173.8,13170.1,2401.1,2403.4,2405.0,1216.5,1216.3,1216.5,2117.0,2116.8,2117.4,14064.5,14063.3,20554.7,20513.8,3465.1,3463.9,3464.7,2120.0,2121.0,2122.0,4877.9,4878.0,4877.9,2152.9,2153.1,2153.9,62638.6,62712.2,4756.6,4756.8,1447.4,1446.3,1446.6,3718.9,3719.3,3720.2,1412.3,1411.7,1411.8,1583.7,1582.8,1582.8,4619.2,4619.4,26.770000,34.380001
21,21,24827.7,24845.1,1634.9,1634.6,1634.9,1101.4,1101.4,1101.4,6597.4,6597.6,6599.5,1442.0,1442.1,1442.6,3751.9,3752.0,93684.8,93961.7,13160.1,13165.3,13163.1,2401.0,2403.0,2404.4,1216.5,1216.4,1216.5,2116.6,2116.8,2116.5,14063.6,14066.3,20526.9,20531.9,3469.8,3469.6,3469.9,2120.2,2120.8,2121.7,4879.2,4878.2,4879.2,2156.0,2155.8,2156.5,62739.6,62745.4,4758.4,4757.9,1447.8,1447.3,1447.5,3718.8,3719.2,3719.0,1412.4,1411.5,1411.7,1583.3,1582.8,1582.7,4622.1,4620.1,26.770000,32.060001
22,22,24828.8,24839.3,1635.3,1635.0,1635.2,1101.4,1101.4,1101.4,6597.2,6598.1,6598.3,1442.6,1442.8,1443.0,3752.6,3752.3,94054.4,94034.6,13159.3,13157.7,13160.9,2400.4,2401.7,2403.6,1216.8,1216.6,1216.7,2116.9,2115.9,2116.5,14066.7,14068.0,20562.9,20532.7,3475.4,3474.4,3474.9,2120.9,2121.4,2122.3,4877.8,4878.6,4878.4,2157.8,2158.3,2158.7,62639.9,62723.0,4758.4,4758.2,1448.4,1447.7,1447.8,3717.9,3718.4,3719.0,1412.2,1411.3,1411.5,1583.7,1583.1,1583.0,4621.0,4619.9,26.790001,30.660000
23,23,24832.6,24846.5,1635.7,1635.6,1635.5,1101.4,1101.4,1101.4,6596.4,6598.1,6597.7,1442.1,1441.8,1442.3,3752.0,3752.0,93637.0,93900.5,13164.5,13169.5,13160.5,2399.5,2401.1,2402.2,1216.7,1216.7,1216.7,2116.4,2115.8,2116.7,14070.5,14074.9,20536.2,20536.3,3480.1,3479.9,3479.2,2120.7,2121.3,2122.4,4879.1,4879.0,4881.2,2159.8,2159.7,2160.6,62641.8,62722.3,4757.6,4758.3,1448.5,1447.6,1448.2,3719.3,3719.4,3720.2,1412.3,1411.8,1412.1,1582.6,1582.0,1582.3,4623.7,4623.5,26.790001,29.799999
24,24,24831.3,24829.7,1635.9,1635.5,1635.8,1101.4,1101.4,1101.4,6596.6,6596.7,6598.0,1442.2,1442.4,1442.4,3752.4,3752.5,93665.2,93883.8,13160.5,13163.1,13163.7,2399.3,2401.4,2402.8,1216.8,1216.6,1216.8,2116.6,2116.3,2117.0,14068.6,14077.5,20546.4,20540.8,3483.8,3483.3,3483.6,2120.8,2121.3,2122.3,4878.9,4878.2,4878.8,2161.7,2161.8,2162.1,62662.9,62753.5,4759.2,4758.5,1448.9,1448.3,1448.7,3718.4,3719.2,3719.3,1412.4,1411.7,1412.0,1582.4,1582.2,1582.6,4625.2,4625.3,26.770000,29.360001
25,25,24835.7,24842.9,1636.1,1635.5,1635.8,1101.5,1101.4,1101.4,6597.0,6598.1,6598.2,1441.9,1441.9,1442.4,3752.0,3752.4,93827.8,93860.5,13163.4,13166.6,13165.2,2399.3,2401.3,2402.4,1216.6,1216.6,1216.8,2115.7,2115.9,2116.5,14066.6,14071.7,20552.6,20566.0,3487.5,3486.9,3487.7,2120.1,2120.5,2121.5,4880.9,4880.0,4881.0,2162.3,2163.0,2163.5,62716.2,62766.9,4758.4,4758.2,1448.8,1448.0,1448.3,3718.5,3718.5,3719.8,1412.3,1412.0,1411.9,1583.1,1582.4,1582.4,4621.6,4620.4,26.790001,29.049999
26,26,24821.8,24833.1,1636.1,1635.9,1635.9,1101.4,1101.4,1101.4,6596.1,6598.4,6598.5,1441.8,1441.3,1441.9,3752.5,3752.5,93870.7,94073.3,13160.8,13164.9,13168.6,2398.7,2400.5,2402.0,1216.7,1216.6,1216.8,2115.8,2115.6,2116.0,14059.0,14061.3,20535.9,20548.2,3490.4,3490.2,3490.8,2120.2,2120.6,2121.6,4880.3,4881.3,4882.4,2164.1,2163.7,2164.2,62772.7,62811.5,4759.5,4758.6,1449.3,1448.5,1448.7,3717.9,3718.3,3719.3,1412.4,1411.7,1411.8,1582.7,1582.6,1582.7,4620.1,4624.1,26.790001,28.830000
27,27,24833.4,24828.8,1636.3,1635.9,1636.4,1101.4,1101.4,1101.4,6596.6,6597.5,6597.9,1441.9,1441.7,1442.2,3752.0,3752.7,93947.8,93825.6,13159.6,13168.0,13167.1,2398.1,2399.9,2401.8,1216.9,1216.7,1216.9,2115.5,2115.6,2116.1,14065.9,14074.7,20531.4,20536.2,3494.8,3494.4,3494.7,2119.9,2120.3,2121.3,4880.2,4880.3,4880.7,2164.8,2165.1,2165.7,62593.2,62819.7,4759.6,4759.6,1449.6,1448.9,1448.8,3717.8,3718.4,3718.9,1412.5,1411.9,1411.9,1583.4,1582.9,1582.2,4626.3,4621.2,26.799999,28.709999
28,28,24820.2,24837.1,1636.6,1636.1,1636.1,1101.5,1101.4,1101.4,6596.3,6596.7,6597.7,1442.2,1441.9,1442.2,3752.0,3752.5,93787.1,93799.4,13158.5,13161.2,13159.3,2397.2,2399.3,2401.0,1216.6,1216.5,1216.6,2115.1,2114.9,2115.6,14066.9,14069.9,20542.4,20546.5,3496.4,3495.9,3496.3,2119.7,2120.5,2121.1,4880.2,4880.9,4881.2,2165.3,2165.6,2166.1,62733.4,62752.9,4758.8,4759.4,1449.5,1449.1,1449.1,3719.0,3718.9,3719.0,1413.0,1412.2,1412.7,1582.3,1581.9,1582.0,4620.7,4619.4,26.760000,28.600000
29,29,24814.9,24829.2,1636.8,1635.9,1636.7,1101.4,1101.4,1101.4,6597.3,6598.2,6598.6,1442.5,1442.3,1442.7,3752.9,3752.8,93790.0,93904.9,13158.4,13165.6,13158.3,2397.0,2399.7,2400.7,1216.6,1216.5,1216.6,2114.9,2115.2,2115.3,14060.2,14065.1,20546.3,20543.1,3500.9,3499.2,3499.6,2119.6,2120.1,2121.0,4879.7,4880.3,4880.0,2166.0,2166.4,2166.6,62680.4,62784.1,4757.8,4759.1,1449.8,1449.1,1449.1,3719.8,3720.0,3720.1,1413.3,1412.6,1412.7,1582.6,1582.9,1582.5,4620.8,4619.8,26.790001,28.570000
30,30,24828.4,24833.3,1636.6,1636.2,1636.3,1101.5,1101.4,1101.4,6596.9,6598.2,6598.2,1443.2,1442.8,1443.1,3752.7,3753.0,93761.6,94051.4,13153.4,13154.7,13160.0,2396.9,2398.7,2399.9,1216.6,1216.5,1216.5,2114.7,2115.2,2115.2,14054.9,14067.9,20528.4,20537.2,3501.8,3501.5,3501.1,2119.7,2119.8,2121.3,4880.6,4878.8,4880.4,2166.6,2166.5,2166.7,62714.8,62780.9,4758.9,4758.8,1449.9,1449.1,1449.2,3718.6,3719.1,3719.5,1412.8,1412.3,1412.4,1582.1,1581.4,1581.6,4620.0,4620.8,26.770000,28.490000
31,31,24823.7,24836.4,1637.2,1636.6,1637.0,1101.4,1101.4,1101.4,6596.2,6597.2,6598.2,1442.9,1443.0,1443.2,3752.6,3752.5,94015.6,94064.6,13149.4,13152.6,13157.4,2397.1,2398.3,2399.9,1216.6,1216.4,1216.6,2114.6,2115.6,2115.9,14063.7,14066.5,20539.4,20540.0,3505.1,3504.4,3503.5,2119.8,2120.3,2121.3,4880.0,4880.4,4880.5,2167.3,2167.6,2167.9,62676.2,62788.7,4758.0,4758.5,1449.8,1449.0,1449.3,3718.2,3718.9,3719.7,1413.5,1412.7,1412.7,1582.5,1582.1,1582.4,4625.3,4620.1,26.790001,28.450001
32,32,24822.2,24822.0,1637.2,1636.4,1637.0,1101.4,1101.4,1101.4,6596.9,6598.4,6597.8,1442.1,1442.2,1443.0,3752.6,3752.5,93607.3,93955.9,13150.2,13149.4,13155.2,2396.5,2398.3,2399.8,1216.6,1216.4,1216.5,2114.9,2114.9,2115.1,14062.2,14059.8,20542.8,20538.5,3506.1,3506.4,3505.6,2120.2,2120.4,2121.6,4882.8,4882.2,4883.0,2167.9,2167.8,2168.4,62650.2,62780.9,4757.8,4758.8,1450.1,1449.3,1449.7,3719.0,3718.4,3719.3,1412.9,1412.4,1412.7,1582.9,1582.7,1582.8,4619.2,4620.8,26.770000,28.389999
33,33,24828.9,24839.5,1637.1,1636.6,1636.9,1101.4,1101.4,1101.4,6596.3,6596.6,6597.1,1442.1,1442.2,1442.5,3752.4,3752.5,93872.1,94566.9,13150.3,13155.0,13151.0,2396.1,2398.1,2400.1,1216.6,1216.5,1216.7,2114.5,2114.9,2115.0,14064.1,14065.0,20548.1,20546.6,3508.4,3508.2,3508.2,2119.6,2120.3,2120.9,4880.5,4881.2,4881.8,2167.8,2167.9,2168.7,62648.3,62796.8,4757.7,4757.5,1449.9,1449.0,1449.4,3717.9,3718.4,3718.8,1413.1,1412.7,1413.0,1583.2,1582.7,1582.9,4621.0,4620.3,26.790001,28.320000
34,34,24820.0,24826.7,1636.8,1636.4,1636.4,1101.4,1101.4,1101.4,6596.0,6597.0,6597.1,1442.8,1442.8,1443.1,3752.5,3752.5,93915.0,94004.7,13155.7,13158.4,13157.0,2396.0,2397.6,2399.4,1216.6,1216.5,1216.6,2114.3,2113.9,2114.8,14060.5,14063.9,20529.8,20535.0,3509.3,3509.4,3509.5,2119.9,2120.6,2121.7,4882.8,4881.9,4882.7,2168.5,2168.3,2168.8,62691.5,62756.1,4757.2,4758.1,1450.1,1449.4,1449.5,3719.4,3718.2,3719.5,1413.4,1412.8,1413.1,1582.0,1581.3,1581.7,4625.4,4625.2,26.760000,28.389999
35,35,24802.9,24815.3,1637.5,1636.9,1637.5,1101.4,1101.4,1101.4,6595.6,6596.0,6596.8,1442.4,1442.4,1442.6,3752.3,3752.5,93883.8,93944.9,13146.3,13154.8,13156.2,2395.8,2397.3,2399.3,1216.6,1216.4,1216.5,2113.9,2113.9,2114.4,14063.7,14069.0,20542.8,20538.8,3511.2,3510.5,3510.6,2120.6,2120.5,2121.2,4882.3,4882.5,4883.5,2167.7,2168.0,2168.6,62735.7,62856.8,4757.4,4757.0,1449.9,1449.1,1449.3,3718.4,3719.0,3718.5,1413.1,1412.7,1412.5,1582.1,1581.4,1581.4,4620.5,4619.5,26.770000,28.320000
36,36,24800.8,24827.2,1637.1,1636.6,1636.8,1101.4,1101.4,1101.4,6595.6,6597.2,6596.7,1443.3,1443.0,1443.2,3752.8,3752.6,93769.6,93921.6,13150.2,13151.4,13150.0,2396.4,2398.0,2399.5,1216.5,1216.4,1216.5,2114.2,2114.1,2114.9,14061.3,14069.6,20532.9,20538.7,3512.3,3511.0,3510.7,2119.5,2120.0,2121.0,4881.5,4882.0,4881.8,2168.6,2168.6,2169.3,62709.0,63076.3,4757.3,4756.7,1449.7,1449.1,1449.1,3717.6,3718.3,3718.3,1413.3,1412.3,1412.6,1582.1,1581.5,1581.5,4624.4,4621.3,26.790001,28.309999
37,37,24831.7,24816.0,1636.9,1636.7,1636.9,1101.4,1101.4,1101.4,6594.8,6595.3,6595.9,1443.1,1442.8,1443.4,3752.2,3752.4,93699.3,94007.6,13166.7,13166.7,13168.2,2396.2,2397.6,2399.2,1216.5,1216.4,1216.6,2114.4,2114.1,2114.8,14065.9,14065.9,20539.2,20533.5,3513.2,3513.3,3512.3,2119.2,2120.1,2120.8,4884.0,4883.1,4884.0,2168.9,2169.0,2169.6,62705.4,62752.2,4756.7,4756.3,1449.5,1449.2,1449.2,3717.4,3718.1,3718.5,1413.2,1412.8,1412.8,1582.1,1581.5,1582.6,4624.0,4619.1,26.799999,28.360001
38,38,24805.4,24820.4,1637.2,1636.8,1636.9,1101.4,1101.4,1101.4,6595.9,6595.5,6596.4,1443.3,1443.1,1443.3,3752.9,3752.8,93735.5,93939.1,13153.8,13157.4,13153.6,2395.4,2397.1,2398.7,1216.4,1216.4,1216.6,2113.5,2113.5,2113.9,14059.5,14063.9,20532.8,20549.5,3515.1,3514.6,3515.2,2119.6,2120.2,2121.3,4884.3,4883.4,4883.6,2168.7,2169.0,2169.8,62688.9,62801.4,4755.9,4757.5,1449.8,1449.2,1449.0,3717.3,3716.8,3717.7,1413.4,1412.8,1413.1,1582.2,1582.1,1582.1,4619.2,4620.0,26.770000,28.360001
39,39,24808.6,24828.5,1637.5,1636.8,1637.2,1101.4,1101.4,1101.4,6595.0,6595.4,6595.7,1443.0,1442.9,1443.2,3752.4,3752.6,93752.9,93886.7,13157.5,13150.5,13160.1,2395.1,2397.2,2398.3,1216.5,1216.3,1216.4,2113.8,2113.6,2114.1,14057.5,14067.5,20535.5,20555.9,3515.6,3514.7,3515.0,2119.7,2120.2,2121.0,4882.5,4882.1,4881.4,2168.9,2169.0,2169.2,62665.2,62758.7,4756.4,4756.4,1449.7,1448.9,1449.1,3716.3,3716.3,3716.7,1413.7,1412.7,1413.2,1581.9,1581.3,1581.6,4625.5,4625.1,26.770000,28.309999
