,count,s_0,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26,s_27,s_28,s_29,s_30,s_31,s_32,s_33,s_34,s_35,s_36,s_37,s_38,s_39,s_40,s_41,s_42,s_43,s_44,s_45,s_46,s_47,s_48,s_49,s_50,s_51,s_52,s_53,s_54,s_55,s_56,s_57,s_58,s_59,s_60,s_61,s_62,s_63,temperature,humidity
18,18,28678.7,28711.7,1783.9,1783.9,1784.1,1323.9,1324.6,1325.6,8744.8,8746.5,8747.7,1930.6,1930.6,1930.8,4642.4,4642.1,105128.4,105294.8,15847.3,15854.2,15848.1,2815.6,2818.4,2820.6,1597.0,1597.4,1597.6,2500.2,2500.5,2501.4,15656.5,15662.0,24104.7,24118.6,3516.8,3516.3,3516.5,2406.2,2406.8,2407.7,6002.6,6005.3,6007.0,2927.8,2928.9,2930.7,70454.1,70616.4,5840.5,5841.4,1728.0,1727.7,1727.8,5083.6,5084.8,5086.1,1637.5,1637.2,1637.2,1668.9,1668.7,1669.4,5331.5,5332.2,27.309999,56.349998
19,19,28718.1,28726.4,1791.2,1791.0,1791.1,1334.0,1334.7,1335.5,8764.5,8765.7,8765.2,1943.1,1943.0,1943.2,4646.5,4646.3,105227.1,105357.0,15847.0,15846.4,15855.6,2813.9,2817.2,2819.8,1603.4,1603.5,1603.8,2504.3,2503.6,2504.7,15669.5,15678.6,24109.8,24119.4,3528.7,3527.9,3526.8,2406.2,2407.0,2408.1,6010.4,6011.9,6013.3,2932.1,2932.9,2933.5,70384.5,70610.6,5844.3,5844.5,1729.9,1729.0,1729.2,5087.6,5087.6,5088.6,1638.7,1638.0,1638.1,1669.8,1669.2,1669.3,5331.2,5331.1,27.320000,56.270000
20,20,28739.8,28753.6,1792.7,1792.2,1792.6,1336.0,1336.5,1337.4,8773.4,8776.2,8773.6,1943.5,1943.2,1944.1,4647.3,4647.4,105405.6,105514.9,15838.4,15854.0,15857.3,2813.7,2816.0,2817.8,1609.4,1609.5,1609.6,2509.4,2509.3,2509.4,15677.0,15680.4,24139.4,24136.1,3564.6,3563.5,3562.7,2410.5,2411.4,2412.2,6050.8,6051.3,6052.9,2960.3,2960.9,2962.1,70648.6,70623.4,5847.9,5848.0,1735.3,1733.9,1734.6,5093.0,5093.0,5094.1,1640.6,1639.8,1640.1,1670.8,1670.6,1670.4,5334.9,5327.2,27.350000,54.500000
21,21,28749.2,28748.0,1794.6,1794.4,1794.9,1339.3,1339.9,1340.8,8783.1,8783.8,8786.0,1946.4,1946.5,1946.6,4648.1,4648.7,105189.6,105477.2,15874.3,15869.9,15864.2,2814.2,2816.8,2819.5,1610.0,1610.0,1610.2,2508.6,2508.9,2510.0,15680.2,15683.3,24113.3,24111.7,3562.5,3560.8,3559.7,2409.3,2410.1,2411.0,6039.2,6037.6,6038.8,2947.8,2947.7,2947.5,70547.3,70703.4,5848.2,5846.9,1734.5,1734.5,1733.8,5094.2,5095.0,5096.8,1642.0,1641.3,1641.6,1670.7,1670.7,1671.1,5332.6,5334.7,27.340000,52.930000
22,22,28759.5,28756.2,1796.8,1796.0,1796.6,1341.6,1342.2,1343.1,8791.4,8794.5,8795.1,1949.7,1949.7,1950.4,4650.9,4650.5,105216.1,105488.2,15874.0,15871.4,15875.5,2816.4,2819.5,2821.6,1610.2,1610.3,1610.5,2509.1,2509.6,2509.3,15676.9,15678.9,24149.9,24136.8,3568.1,3567.4,3568.2,2410.5,2411.3,2412.5,6060.8,6062.1,6064.7,2958.0,2959.1,2960.5,70660.5,70662.2,5846.4,5848.4,1739.4,1738.4,1738.7,5100.7,5100.7,5100.9,1643.9,1643.5,1643.4,1672.3,1671.4,1671.5,5340.6,5337.2,27.309999,51.799999
23,23,28759.6,28773.0,1798.6,1798.0,1798.1,1344.3,1344.7,1345.6,8799.7,8800.1,8799.0,1952.7,1951.9,1952.1,4652.4,4651.6,105319.5,105384.5,15876.5,15865.7,15881.2,2815.3,2817.5,2820.0,1614.5,1614.6,1614.6,2512.1,2511.4,2512.1,15688.9,15692.9,24161.3,24174.5,3583.8,3582.5,3581.3,2412.0,2412.6,2413.5,6059.4,6060.1,6060.4,2956.2,2955.8,2956.9,70536.6,70518.9,5850.0,5848.6,1735.2,1734.2,1734.3,5096.6,5097.0,5097.7,1643.5,1642.4,1642.9,1671.3,1670.4,1670.7,5336.4,5335.2,27.320000,50.849998
24,24,28745.8,28752.7,1795.6,1795.2,1795.4,1338.0,1338.5,1339.4,8800.3,8801.4,8801.9,1946.8,1946.6,1946.7,4650.7,4651.0,105268.2,105386.4,15875.2,15873.3,15878.1,2817.1,2819.8,2822.7,1612.7,1612.7,1612.9,2510.5,2510.3,2510.7,15690.6,15693.2,24138.6,24156.3,3576.8,3576.1,3576.0,2410.5,2411.4,2412.1,6063.3,6062.0,6063.9,2947.2,2947.7,2949.1,70603.2,70746.0,5849.4,5849.1,1732.1,1731.9,1732.2,5098.0,5098.9,5100.0,1644.9,1644.3,1644.4,1670.7,1670.0,1670.3,5336.6,5336.4,27.350000,50.049999
25,25,28763.6,28771.4,1797.8,1797.1,1797.6,1337.9,1338.5,1339.3,8809.3,8810.3,8810.7,1949.4,1949.1,1949.2,4652.0,4651.6,105239.0,105659.4,15878.1,15881.3,15893.7,2817.4,2820.2,2823.2,1616.1,1616.1,1616.3,2513.8,2513.2,2513.7,15692.4,15695.8,24174.0,24180.2,3593.3,3591.5,3592.2,2411.9,2412.8,2413.5,6077.1,6076.6,6076.6,2953.3,2954.1,2955.4,70502.9,70638.7,5850.5,5850.7,1732.6,1731.5,1731.8,5104.4,5105.7,5105.6,1646.2,1645.9,1645.8,1671.2,1670.7,1671.1,5336.8,5339.2,27.340000,51.130001
26,26,28767.0,28789.8,1799.0,1798.7,1799.2,1340.1,1340.4,1341.5,8817.7,8817.8,8818.3,1951.6,1950.9,1951.5,4653.3,4653.5,105171.3,105246.3,15892.4,15894.6,15886.1,2817.5,2820.3,2823.3,1615.6,1615.5,1615.7,2512.2,2512.3,2513.1,15688.0,15692.6,24184.1,24187.0,3589.1,3588.0,3587.6,2411.4,2411.9,2412.5,6070.7,6070.3,6071.3,2942.0,2942.9,2943.0,70483.6,70613.1,5852.2,5851.5,1732.2,1731.2,1732.0,5106.5,5106.5,5107.0,1647.2,1647.0,1646.7,1670.2,1670.5,1670.3,5339.4,5340.6,27.340000,51.459999
27,27,28772.6,28792.9,1798.8,1797.9,1798.5,1337.2,1337.8,1338.6,8823.5,8827.9,8826.2,1948.3,1947.8,1948.1,4653.2,4653.3,105105.6,105334.1,15875.8,15888.6,15886.6,2820.1,2823.5,2825.2,1610.3,1610.7,1610.7,2508.6,2508.5,2508.2,15681.8,15689.6,24168.9,24180.1,3562.4,3560.7,3560.3,2406.3,2407.1,2408.3,6050.2,6050.1,6050.5,2911.6,2913.1,2913.1,70637.8,70613.1,5850.7,5851.0,1727.7,1726.5,1726.8,5109.4,5108.4,5109.5,1648.1,1647.3,1647.3,1670.5,1669.8,1670.6,5342.2,5340.9,27.340000,51.549999
28,28,28780.6,28787.9,1797.4,1797.4,1797.7,1334.0,1334.7,1335.5,8827.9,8829.6,8829.0,1948.3,1947.3,1947.1,4654.9,4654.4,105165.9,105298.4,15880.0,15884.9,15891.2,2819.1,2822.0,2824.6,1612.7,1612.8,1613.2,2509.6,2509.6,2510.2,15686.0,15689.0,24186.0,24201.0,3571.1,3570.9,3571.6,2408.1,2408.9,2410.3,6071.6,6073.5,6074.8,2918.4,2919.9,2921.5,70624.2,70712.1,5849.3,5850.9,1728.5,1728.3,1728.4,5113.6,5113.2,5114.9,1649.7,1648.7,1648.9,1670.9,1670.8,1670.4,5344.0,5342.6,27.340000,52.810001
29,29,28784.0,28796.4,1799.4,1799.2,1799.3,1336.5,1337.1,1338.1,8837.6,8838.8,8839.2,1950.6,1950.3,1950.7,4655.8,4655.1,105325.0,105441.4,15888.0,15904.2,15903.4,2818.6,2821.4,2824.7,1617.1,1617.3,1617.5,2511.8,2510.7,2511.8,15682.0,15693.3,24187.0,24188.4,3583.5,3582.6,3581.9,2408.1,2408.1,2409.5,6078.7,6080.3,6080.8,2920.5,2920.9,2921.7,70573.6,70688.2,5854.9,5853.4,1728.0,1727.3,1727.6,5116.6,5116.3,5115.8,1650.6,1650.0,1649.7,1671.1,1670.5,1670.6,5344.9,5345.5,27.370001,53.779999
30,30,28797.8,28808.7,1800.4,1800.2,1800.5,1336.0,1336.3,1337.4,8844.5,8844.7,8844.9,1951.4,1951.3,1951.8,4656.9,4657.0,105475.4,105463.4,15885.2,15898.0,15909.8,2818.4,2821.3,2824.7,1618.3,1618.4,1618.7,2511.7,2511.7,2513.3,15685.9,15690.0,24215.9,24206.6,3591.0,3589.9,3590.0,2408.5,2409.1,2410.2,6093.2,6094.4,6096.1,2924.2,2925.3,2926.6,70642.8,70637.8,5855.9,5856.8,1730.6,1730.2,1730.6,5121.5,5121.3,5121.1,1652.4,1651.7,1651.8,1671.2,1670.4,1670.4,5347.0,5347.6,27.350000,53.910000
31,31,28821.3,28817.2,1803.2,1802.6,1802.9,1340.0,1340.5,1341.5,8854.2,8854.3,8855.4,1955.4,1955.3,1955.4,4658.7,4658.3,105205.1,104945.4,15885.3,15892.2,15901.3,2817.7,2820.8,2822.8,1621.4,1621.4,1621.8,2513.6,2513.6,2513.6,15690.0,15695.8,24214.0,24208.3,3603.1,3602.2,3603.1,2409.3,2410.2,2410.7,6103.4,6102.9,6103.6,2928.3,2929.2,2930.6,70716.2,70743.5,5858.7,5857.4,1732.8,1732.5,1732.9,5126.0,5126.2,5126.8,1654.3,1653.9,1654.3,1672.5,1672.1,1672.7,5348.6,5352.3,27.320000,53.950001
32,32,28829.9,28822.1,1805.2,1804.7,1805.1,1342.5,1343.1,1343.7,8859.8,8861.1,8861.6,1958.1,1957.5,1958.1,4659.4,4660.3,105080.1,105400.1,15888.7,15894.4,15889.7,2816.8,2819.7,2822.4,1622.2,1622.2,1622.5,2514.0,2514.3,2514.7,15684.3,15691.1,24227.8,24240.6,3613.1,3612.9,3612.9,2409.5,2409.6,2410.3,6112.3,6112.4,6113.5,2931.0,2932.5,2933.3,70657.2,70854.5,5859.6,5859.0,1736.1,1736.1,1736.0,5130.2,5130.8,5130.2,1655.9,1655.5,1655.4,1672.6,1672.6,1672.4,5356.1,5349.5,27.340000,53.380001
33,33,28838.0,28852.7,1807.5,1807.0,1807.4,1345.1,1345.6,1346.5,8866.4,8868.2,8869.4,1962.0,1962.0,1961.6,4661.2,4661.6,105191.4,105132.1,15882.5,15885.2,15888.6,2816.8,2819.6,2822.1,1625.2,1625.3,1625.4,2515.0,2515.8,2516.1,15693.4,15693.6,24250.0,24256.5,3633.5,3633.0,3633.3,2410.9,2412.1,2412.8,6132.2,6135.1,6136.5,2942.7,2944.1,2945.1,70701.8,70761.3,5859.0,5860.1,1738.8,1737.7,1738.3,5132.5,5132.8,5132.6,1657.1,1656.2,1656.7,1672.5,1672.3,1672.7,5353.3,5352.2,27.320000,52.700001
34,34,28844.1,28852.3,1808.2,1808.0,1808.2,1346.7,1347.3,1348.0,8873.8,8874.9,8875.8,1962.2,1962.1,1962.8,4662.3,4661.9,105268.2,105689.8,15892.2,15903.0,15911.9,2815.6,2818.4,2821.0,1626.4,1626.4,1626.7,2516.4,2515.7,2516.4,15694.2,15699.9,24247.8,24254.0,3638.2,3637.5,3636.5,2410.4,2410.4,2411.6,6130.2,6131.5,6133.1,2938.9,2939.6,2940.0,70737.3,70791.5,5860.5,5860.9,1738.0,1737.2,1737.8,5132.1,5132.2,5131.7,1657.3,1656.9,1657.0,1673.5,1673.2,1673.2,5353.9,5354.2,27.340000,51.750000
35,35,28859.5,28857.4,1809.3,1808.8,1808.8,1346.5,1346.9,1347.9,8877.0,8878.4,8878.7,1962.6,1962.6,1962.9,4662.2,4662.8,105144.9,105657.5,15910.3,15911.9,15920.9,2816.1,2818.2,2821.3,1626.2,1626.4,1626.6,2515.5,2515.6,2516.5,15699.0,15702.6,24237.2,24252.2,3640.2,3639.6,3639.9,2410.4,2411.0,2411.8,6138.1,6140.2,6139.1,2936.1,2937.5,2939.0,70685.7,71030.7,5859.4,5861.3,1738.6,1737.8,1738.2,5135.6,5136.1,5136.9,1658.3,1657.8,1658.2,1673.2,1672.6,1673.8,5352.7,5354.4,27.340000,50.900002
36,36,28858.2,28886.5,1810.0,1809.4,1809.9,1347.3,1347.6,1348.6,8881.5,8884.4,8885.0,1964.3,1964.5,1964.8,4663.8,4663.2,105270.0,105597.6,15897.0,15904.8,15900.1,2814.5,2817.4,2819.9,1629.1,1629.3,1629.8,2518.4,2519.1,2519.2,15709.0,15709.5,24252.0,24264.8,3661.7,3662.0,3662.3,2412.2,2413.0,2413.9,6163.6,6165.0,6166.6,2953.1,2954.4,2956.1,70750.1,70850.3,5861.7,5862.7,1741.7,1741.2,1741.3,5140.7,5140.7,5142.6,1660.2,1659.7,1660.0,1674.3,1673.6,1673.3,5356.1,5358.9,27.320000,50.720001
37,37,28859.7,28866.3,1812.7,1812.5,1812.6,1351.3,1351.5,1352.2,8887.7,8888.5,8890.9,1968.5,1967.8,1968.2,4664.8,4664.4,105358.9,105535.1,15885.5,15884.5,15908.7,2812.9,2815.3,2818.3,1634.4,1634.6,1634.8,2523.6,2523.8,2524.0,15708.9,15719.6,24260.9,24279.8,3689.3,3688.2,3687.8,2414.3,2415.0,2415.9,6179.9,6181.1,6182.5,2965.6,2966.8,2968.0,70843.3,70923.4,5860.1,5859.7,1737.2,1736.8,1736.6,5136.2,5137.7,5137.3,1660.0,1659.6,1659.6,1673.1,1672.5,1672.8,5357.2,5359.1,27.320000,50.029999
38,38,28878.7,28873.8,1812.2,1811.5,1811.7,1346.5,1347.1,1347.8,8888.3,8889.7,8890.6,1964.9,1964.7,1964.6,4664.2,4664.9,105832.0,105488.2,15888.9,15909.8,15897.1,2813.2,2815.8,2818.3,1633.9,1634.0,1634.4,2522.3,2522.2,2522.3,15714.1,15722.3,24267.2,24274.3,3688.2,3687.4,3686.2,2414.3,2415.3,2415.8,6175.9,6175.6,6177.9,2959.5,2959.7,2961.1,70782.4,70918.8,5860.1,5860.9,1736.9,1736.6,1737.0,5138.9,5139.6,5140.3,1661.4,1660.3,1660.6,1674.0,1673.5,1674.0,5360.4,5361.9,27.350000,49.020000
39,39,28871.4,28879.0,1812.6,1812.0,1812.3,1346.3,1347.0,1347.9,8891.8,8894.4,8897.4,1965.9,1966.0,1966.2,4664.7,4665.2,105576.5,105612.4,15889.8,15902.0,15903.7,2812.3,2815.0,2818.1,1632.4,1632.6,1632.7,2521.0,2521.0,2521.2,15715.4,15717.4,24281.2,24287.7,3683.7,3683.3,3683.2,2412.8,2412.7,2413.5,6170.0,6169.9,6171.6,2948.6,2949.8,2950.0,70851.2,70857.0,5863.7,5864.3,1736.5,1736.3,1736.1,5140.4,5141.1,5143.2,1662.0,1661.3,1661.8,1673.2,1672.1,1672.6,5355.7,5355.1,27.350000,49.220001
